AuditID,SchemaName,TableName,RecordID,ActionType,OldValues,NewValues,ChangedBy,ChangedAt
180,"Franchise","RevenueShareSettlement","90","SETTLEMENT",,"102855600.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0100826"
181,"Franchise","RevenueShareSettlement","91","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0175864"
182,"Franchise","RevenueShareSettlement","91","SETTLEMENT",,"66747493.3000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0175864"
183,"Franchise","RevenueShareSettlement","92","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0344017"
184,"Franchise","RevenueShareSettlement","92","SETTLEMENT",,"214696597.8000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0344017"
185,"Franchise","RevenueShareSettlement","93","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0541014"
186,"Franchise","RevenueShareSettlement","93","SETTLEMENT",,"223125587.4000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0555551"
187,"Franchise","RevenueShareSettlement","94","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0603074"
188,"Franchise","RevenueShareSettlement","94","SETTLEMENT",,"48972998.0500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0603074"
189,"Franchise","RevenueShareSettlement","95","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0648167"
190,"Franchise","RevenueShareSettlement","95","SETTLEMENT",,"47639526.5500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0648167"
191,"Franchise","RevenueShareSettlement","96","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0678441"
192,"Franchise","RevenueShareSettlement","96","SETTLEMENT",,"43195433.3000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0678441"
193,"Franchise","RevenueShareSettlement","97","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0729179"
194,"Franchise","RevenueShareSettlement","97","SETTLEMENT",,"53759712.7000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0739164"
195,"Franchise","RevenueShareSettlement","98","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0779207"
196,"Franchise","RevenueShareSettlement","98","SETTLEMENT",,"87888646.2500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0779207"
197,"Franchise","RevenueShareSettlement","99","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0839781"
198,"Franchise","RevenueShareSettlement","99","SETTLEMENT",,"58810699.1000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0839781"
199,"Franchise","RevenueShareSettlement","100","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0890007"
200,"Franchise","RevenueShareSettlement","100","SETTLEMENT",,"91915751.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0900076"
201,"Franchise","RevenueShareSettlement","101","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0940036"
202,"Franchise","RevenueShareSettlement","101","SETTLEMENT",,"57582477.3000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0951757"
203,"Franchise","RevenueShareSettlement","102","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0981758"
204,"Franchise","RevenueShareSettlement","102","SETTLEMENT",,"74569724.2500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.0981758"
205,"Franchise","RevenueShareSettlement","103","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1047105"
206,"Franchise","RevenueShareSettlement","103","SETTLEMENT",,"77367549.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1057148"
207,"Franchise","RevenueShareSettlement","104","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1104350"
208,"Franchise","RevenueShareSettlement","104","SETTLEMENT",,"76271609.2500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1104350"
209,"Franchise","RevenueShareSettlement","105","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1184124"
210,"Franchise","RevenueShareSettlement","105","SETTLEMENT",,"102660300.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1194172"
211,"Franchise","RevenueShareSettlement","106","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1251545"
212,"Franchise","RevenueShareSettlement","106","SETTLEMENT",,"66646299.8000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1261517"
213,"Franchise","RevenueShareSettlement","107","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1445602"
214,"Franchise","RevenueShareSettlement","107","SETTLEMENT",,"214935735.4000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1455788"
215,"Franchise","RevenueShareSettlement","108","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1639700"
216,"Franchise","RevenueShareSettlement","108","SETTLEMENT",,"223060709.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1639700"
217,"Franchise","RevenueShareSettlement","109","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1694871"
218,"Franchise","RevenueShareSettlement","109","SETTLEMENT",,"49078416.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1694871"
219,"Franchise","RevenueShareSettlement","110","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1750527"
220,"Franchise","RevenueShareSettlement","110","SETTLEMENT",,"47816710.4500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1750527"
221,"Franchise","RevenueShareSettlement","111","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1782552"
222,"Franchise","RevenueShareSettlement","111","SETTLEMENT",,"42908616.0500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1795964"
223,"Franchise","RevenueShareSettlement","112","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1830057"
224,"Franchise","RevenueShareSettlement","112","SETTLEMENT",,"53845289.1000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1830057"
225,"Franchise","RevenueShareSettlement","113","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1899692"
226,"Franchise","RevenueShareSettlement","113","SETTLEMENT",,"87507029.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1899692"
227,"Franchise","RevenueShareSettlement","114","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1949967"
228,"Franchise","RevenueShareSettlement","114","SETTLEMENT",,"58654622.6000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.1949967"
229,"Franchise","RevenueShareSettlement","115","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2009969"
230,"Franchise","RevenueShareSettlement","115","SETTLEMENT",,"92078031.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2019974"
231,"Franchise","RevenueShareSettlement","116","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2098042"
232,"Franchise","RevenueShareSettlement","116","SETTLEMENT",,"57565199.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2103856"
233,"Franchise","RevenueShareSettlement","117","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2143315"
234,"Franchise","RevenueShareSettlement","117","SETTLEMENT",,"74297647.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2149321"
235,"Franchise","RevenueShareSettlement","118","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2226549"
236,"Franchise","RevenueShareSettlement","118","SETTLEMENT",,"77096511.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2226549"
237,"Franchise","RevenueShareSettlement","119","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2281654"
238,"Franchise","RevenueShareSettlement","119","SETTLEMENT",,"76437458.2500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2281654"
239,"Franchise","RevenueShareSettlement","120","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2357241"
240,"Franchise","RevenueShareSettlement","120","SETTLEMENT",,"102417320.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2357241"
241,"Franchise","RevenueShareSettlement","121","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2397289"
242,"Franchise","RevenueShareSettlement","121","SETTLEMENT",,"66996649.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2397289"
243,"Franchise","RevenueShareSettlement","122","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2573078"
244,"Franchise","RevenueShareSettlement","122","SETTLEMENT",,"214466945.1000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2573078"
245,"Franchise","RevenueShareSettlement","123","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2752390"
246,"Franchise","RevenueShareSettlement","123","SETTLEMENT",,"223157393.0500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2752390"
247,"Franchise","RevenueShareSettlement","124","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2788434"
248,"Franchise","RevenueShareSettlement","124","SETTLEMENT",,"49262058.2500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2798500"
249,"Franchise","RevenueShareSettlement","125","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2852219"
250,"Franchise","RevenueShareSettlement","125","SETTLEMENT",,"47577342.1000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2852219"
251,"Franchise","RevenueShareSettlement","126","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2892623"
252,"Franchise","RevenueShareSettlement","126","SETTLEMENT",,"42967861.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2902652"
253,"Franchise","RevenueShareSettlement","127","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2947770"
254,"Franchise","RevenueShareSettlement","127","SETTLEMENT",,"53977833.1000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.2947770"
255,"Franchise","RevenueShareSettlement","128","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3009155"
256,"Franchise","RevenueShareSettlement","128","SETTLEMENT",,"87023345.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3009155"
257,"Franchise","RevenueShareSettlement","129","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3081394"
258,"Franchise","RevenueShareSettlement","129","SETTLEMENT",,"58258595.2000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3081394"
259,"Franchise","RevenueShareSettlement","130","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3145928"
260,"Franchise","RevenueShareSettlement","130","SETTLEMENT",,"91676719.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3145928"
261,"Franchise","RevenueShareSettlement","131","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3205957"
262,"Franchise","RevenueShareSettlement","131","SETTLEMENT",,"57195391.8000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3205957"
263,"Franchise","RevenueShareSettlement","132","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3251246"
264,"Franchise","RevenueShareSettlement","132","SETTLEMENT",,"74384933.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3251246"
265,"Franchise","RevenueShareSettlement","133","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3316555"
266,"Franchise","RevenueShareSettlement","133","SETTLEMENT",,"77720135.3000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3316555"
267,"Franchise","RevenueShareSettlement","134","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3372078"
268,"Franchise","RevenueShareSettlement","134","SETTLEMENT",,"76494296.2500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3372078"
269,"Franchise","RevenueShareSettlement","135","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3441681"
270,"Franchise","RevenueShareSettlement","135","SETTLEMENT",,"103024650.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3441681"
271,"Franchise","RevenueShareSettlement","136","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3506791"
272,"Franchise","RevenueShareSettlement","136","SETTLEMENT",,"66868436.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3506791"
273,"Franchise","RevenueShareSettlement","137","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3672674"
274,"Franchise","RevenueShareSettlement","137","SETTLEMENT",,"214363982.5500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3672674"
275,"Franchise","RevenueShareSettlement","138","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3844202"
276,"Franchise","RevenueShareSettlement","138","SETTLEMENT",,"222108398.4500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3854330"
277,"Franchise","RevenueShareSettlement","139","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3930510"
278,"Franchise","RevenueShareSettlement","139","SETTLEMENT",,"48849397.5500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.3930510"
279,"Franchise","RevenueShareSettlement","140","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4020328"
280,"Franchise","RevenueShareSettlement","140","SETTLEMENT",,"47737965.3500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4020328"
281,"Franchise","RevenueShareSettlement","141","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4071551"
282,"Franchise","RevenueShareSettlement","141","SETTLEMENT",,"43259765.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4081562"
283,"Franchise","RevenueShareSettlement","142","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4122692"
284,"Franchise","RevenueShareSettlement","142","SETTLEMENT",,"54352655.9500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4122692"
285,"Franchise","RevenueShareSettlement","143","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4188808"
286,"Franchise","RevenueShareSettlement","143","SETTLEMENT",,"87421655.2500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4188808"
287,"Franchise","RevenueShareSettlement","144","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4250369"
288,"Franchise","RevenueShareSettlement","144","SETTLEMENT",,"58324848.3000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4250369"
289,"Franchise","RevenueShareSettlement","145","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4322183"
290,"Franchise","RevenueShareSettlement","145","SETTLEMENT",,"92066450.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4333616"
291,"Franchise","RevenueShareSettlement","146","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4374469"
292,"Franchise","RevenueShareSettlement","146","SETTLEMENT",,"57204990.1000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4374469"
293,"Franchise","RevenueShareSettlement","147","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4439906"
294,"Franchise","RevenueShareSettlement","147","SETTLEMENT",,"74266960.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4439906"
295,"Franchise","RevenueShareSettlement","148","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4520556"
296,"Franchise","RevenueShareSettlement","148","SETTLEMENT",,"77720235.8000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4520556"
297,"Franchise","RevenueShareSettlement","149","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4574943"
298,"Franchise","RevenueShareSettlement","149","SETTLEMENT",,"76263133.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4574943"
299,"Franchise","RevenueShareSettlement","150","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4669342"
300,"Franchise","RevenueShareSettlement","150","SETTLEMENT",,"102996912.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4669342"
301,"Franchise","RevenueShareSettlement","151","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4725076"
302,"Franchise","RevenueShareSettlement","151","SETTLEMENT",,"66643993.8000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4725076"
303,"Franchise","RevenueShareSettlement","152","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4851978"
304,"Franchise","RevenueShareSettlement","152","SETTLEMENT",,"215057427.3500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.4851978"
305,"Franchise","RevenueShareSettlement","153","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5005188"
306,"Franchise","RevenueShareSettlement","153","SETTLEMENT",,"223524087.8500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5005188"
307,"Franchise","RevenueShareSettlement","154","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5054160"
308,"Franchise","RevenueShareSettlement","154","SETTLEMENT",,"49207023.0500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5064195"
309,"Franchise","RevenueShareSettlement","155","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5114360"
310,"Franchise","RevenueShareSettlement","155","SETTLEMENT",,"47538587.4500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5124341"
311,"Franchise","RevenueShareSettlement","156","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5149813"
312,"Franchise","RevenueShareSettlement","156","SETTLEMENT",,"42787120.8000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5164646"
313,"Franchise","RevenueShareSettlement","157","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5209124"
314,"Franchise","RevenueShareSettlement","157","SETTLEMENT",,"53745717.5500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5209124"
315,"Franchise","RevenueShareSettlement","158","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5264395"
316,"Franchise","RevenueShareSettlement","158","SETTLEMENT",,"87483620.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5264395"
317,"Franchise","RevenueShareSettlement","159","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5304770"
318,"Franchise","RevenueShareSettlement","159","SETTLEMENT",,"58849545.6000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5315030"
319,"Franchise","RevenueShareSettlement","160","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5373964"
320,"Franchise","RevenueShareSettlement","160","SETTLEMENT",,"91579809.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5373964"
321,"Franchise","RevenueShareSettlement","161","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5426851"
322,"Franchise","RevenueShareSettlement","161","SETTLEMENT",,"57861476.6000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5441964"
323,"Franchise","RevenueShareSettlement","162","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5494358"
324,"Franchise","RevenueShareSettlement","162","SETTLEMENT",,"74532221.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5505507"
325,"Franchise","RevenueShareSettlement","163","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5550177"
326,"Franchise","RevenueShareSettlement","163","SETTLEMENT",,"77423012.7000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5560185"
327,"Franchise","RevenueShareSettlement","164","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5600323"
328,"Franchise","RevenueShareSettlement","164","SETTLEMENT",,"76371252.2500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5600323"
329,"Franchise","RevenueShareSettlement","165","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5661384"
330,"Franchise","RevenueShareSettlement","165","SETTLEMENT",,"102684175.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5661384"
331,"Franchise","RevenueShareSettlement","166","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5715698"
332,"Franchise","RevenueShareSettlement","166","SETTLEMENT",,"66677816.5500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5725700"
333,"Franchise","RevenueShareSettlement","167","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5892192"
334,"Franchise","RevenueShareSettlement","167","SETTLEMENT",,"215166937.3500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.5892192"
335,"Franchise","RevenueShareSettlement","168","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6058922"
336,"Franchise","RevenueShareSettlement","168","SETTLEMENT",,"222876730.7000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6058922"
337,"Franchise","RevenueShareSettlement","169","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6106635"
338,"Franchise","RevenueShareSettlement","169","SETTLEMENT",,"49123664.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6121756"
339,"Franchise","RevenueShareSettlement","170","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6173524"
340,"Franchise","RevenueShareSettlement","170","SETTLEMENT",,"47518373.3000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6173524"
341,"Franchise","RevenueShareSettlement","171","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6203536"
342,"Franchise","RevenueShareSettlement","171","SETTLEMENT",,"42852392.5500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6203536"
343,"Franchise","RevenueShareSettlement","172","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6250921"
344,"Franchise","RevenueShareSettlement","172","SETTLEMENT",,"53637126.8500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6250921"
345,"Franchise","RevenueShareSettlement","173","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6313012"
346,"Franchise","RevenueShareSettlement","173","SETTLEMENT",,"87604869.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6313012"
347,"Franchise","RevenueShareSettlement","174","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6368328"
348,"Franchise","RevenueShareSettlement","174","SETTLEMENT",,"58585173.3000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6383464"
349,"Franchise","RevenueShareSettlement","175","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6440223"
350,"Franchise","RevenueShareSettlement","175","SETTLEMENT",,"92312185.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6440223"
351,"Franchise","RevenueShareSettlement","176","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6503453"
352,"Franchise","RevenueShareSettlement","176","SETTLEMENT",,"57495518.0000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6503453"
353,"Franchise","RevenueShareSettlement","177","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6568748"
354,"Franchise","RevenueShareSettlement","177","SETTLEMENT",,"74395863.5000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6568748"
355,"Franchise","RevenueShareSettlement","178","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6644058"
356,"Franchise","RevenueShareSettlement","178","SETTLEMENT",,"77332407.8000","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6644058"
357,"Franchise","RevenueShareSettlement","179","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6700726"
358,"Franchise","RevenueShareSettlement","179","SETTLEMENT",,"76551913.7500","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6700726"
359,"Franchise","RevenueShareSettlement","180","INSERT",,"Approved","MicrosoftAccount\hocvienbimat@gmail.com","2026-06-01T22:28:57.6784692"
