TicketID,TicketCode,StationID,PointID,ErrorID,CreatedBy,AssignedTo,Priority,TicketStatus,Title,Description,OpenedAt,ClosedAt
468,"MT-00468",27,189,468,9,9,"Medium","InProgress","Xu ly su co ERR-00468","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-07-09T22:27:39.3645313",
469,"MT-00469",27,190,469,9,9,"High","Closed","Xu ly su co ERR-00469","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-07-20T22:27:39.3645313","2024-07-22T15:27:39.3645313"
470,"MT-00470",25,191,470,9,9,"Low","Closed","Xu ly su co ERR-00470","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-07-31T22:27:39.3645313","2024-08-02T16:27:39.3645313"
471,"MT-00471",25,192,471,9,9,"Medium","Closed","Xu ly su co ERR-00471","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-08-11T22:27:39.3645313","2024-08-13T17:27:39.3645313"
472,"MT-00472",25,193,472,9,9,"Low","Closed","Xu ly su co ERR-00472","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-08-22T22:27:39.3645313","2024-08-24T18:27:39.3645313"
473,"MT-00473",22,194,473,9,9,"Low","Closed","Xu ly su co ERR-00473","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-09-02T22:27:39.3645313","2024-09-04T19:27:39.3645313"
474,"MT-00474",22,195,474,9,9,"Medium","Closed","Xu ly su co ERR-00474","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-09-13T22:27:39.3645313","2024-09-15T20:27:39.3645313"
475,"MT-00475",22,196,475,9,9,"Low","Closed","Xu ly su co ERR-00475","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-09-24T22:27:39.3645313","2024-09-26T21:27:39.3645313"
476,"MT-00476",19,197,476,9,9,"Critical","Closed","Xu ly su co ERR-00476","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-10-05T22:27:39.3645313","2024-10-07T22:27:39.3645313"
477,"MT-00477",19,198,477,9,9,"Medium","InProgress","Xu ly su co ERR-00477","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-10-16T22:27:39.3645313",
478,"MT-00478",19,199,478,9,9,"Low","Closed","Xu ly su co ERR-00478","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-10-27T22:27:39.3645313","2024-10-30T00:27:39.3645313"
479,"MT-00479",20,200,479,9,9,"Low","Closed","Xu ly su co ERR-00479","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-11-07T22:27:39.3645313","2024-11-10T01:27:39.3645313"
480,"MT-00480",20,201,480,9,9,"Medium","Closed","Xu ly su co ERR-00480","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-11-18T22:27:39.3645313","2024-11-19T02:27:39.3645313"
481,"MT-00481",20,202,481,9,9,"Low","Closed","Xu ly su co ERR-00481","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-11-29T22:27:39.3645313","2024-11-30T03:27:39.3645313"
482,"MT-00482",15,203,482,9,9,"Low","Closed","Xu ly su co ERR-00482","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-12-10T22:27:39.3645313","2024-12-11T04:27:39.3645313"
483,"MT-00483",15,204,483,9,9,"High","Closed","Xu ly su co ERR-00483","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-12-21T22:27:39.3645313","2024-12-22T05:27:39.3645313"
484,"MT-00484",15,205,484,9,9,"Low","Closed","Xu ly su co ERR-00484","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-01-01T22:27:39.3645313","2025-01-02T06:27:39.3645313"
485,"MT-00485",13,206,485,9,9,"Low","Closed","Xu ly su co ERR-00485","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-01-12T22:27:39.3645313","2025-01-13T07:27:39.3645313"
486,"MT-00486",13,207,486,9,9,"Medium","InProgress","Xu ly su co ERR-00486","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-01-23T22:27:39.3645313",
487,"MT-00487",13,208,487,9,9,"Low","Closed","Xu ly su co ERR-00487","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-02-03T22:27:39.3645313","2025-02-04T09:27:39.3645313"
488,"MT-00488",11,209,488,9,9,"Low","Closed","Xu ly su co ERR-00488","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-02-14T22:27:39.3645313","2025-02-15T10:27:39.3645313"
489,"MT-00489",11,210,489,9,9,"Medium","Closed","Xu ly su co ERR-00489","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-02-25T22:27:39.3645313","2025-02-26T11:27:39.3645313"
490,"MT-00490",11,211,490,9,9,"High","Closed","Xu ly su co ERR-00490","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-03-08T22:27:39.3645313","2025-03-09T12:27:39.3645313"
491,"MT-00491",7,212,491,9,9,"Low","Closed","Xu ly su co ERR-00491","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-03-19T22:27:39.3645313","2025-03-20T13:27:39.3645313"
492,"MT-00492",7,213,492,9,9,"Medium","Closed","Xu ly su co ERR-00492","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-03-30T22:27:39.3645313","2025-03-31T14:27:39.3645313"
493,"MT-00493",7,214,493,9,9,"Critical","Closed","Xu ly su co ERR-00493","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-04-10T22:27:39.3645313","2025-04-11T15:27:39.3645313"
494,"MT-00494",4,215,494,9,9,"Low","Closed","Xu ly su co ERR-00494","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-04-21T22:27:39.3645313","2025-04-22T16:27:39.3645313"
495,"MT-00495",4,216,495,9,9,"Medium","InProgress","Xu ly su co ERR-00495","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-05-02T22:27:39.3645313",
496,"MT-00496",4,217,496,9,9,"Low","Closed","Xu ly su co ERR-00496","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-05-13T22:27:39.3645313","2025-05-14T18:27:39.3645313"
497,"MT-00497",2,218,497,9,9,"High","Closed","Xu ly su co ERR-00497","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-05-24T22:27:39.3645313","2025-05-25T19:27:39.3645313"
498,"MT-00498",2,219,498,9,9,"Medium","Closed","Xu ly su co ERR-00498","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-06-04T22:27:39.3645313","2025-06-05T20:27:39.3645313"
499,"MT-00499",2,220,499,9,9,"Low","Closed","Xu ly su co ERR-00499","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-06-15T22:27:39.3645313","2025-06-16T21:27:39.3645313"
500,"MT-00500",8,221,500,9,9,"Low","Closed","Xu ly su co ERR-00500","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-06-26T22:27:39.3645313","2025-06-27T22:27:39.3645313"
501,"MT-00501",8,222,501,9,9,"Medium","Closed","Xu ly su co ERR-00501","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-07T22:27:39.3645313","2025-07-08T23:27:39.3645313"
502,"MT-00502",8,223,502,9,9,"Low","Closed","Xu ly su co ERR-00502","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-18T22:27:39.3645313","2025-07-20T00:27:39.3645313"
503,"MT-00503",8,224,503,9,9,"Low","Closed","Xu ly su co ERR-00503","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-29T22:27:39.3645313","2025-07-31T01:27:39.3645313"
504,"MT-00504",8,225,504,9,9,"High","InProgress","Xu ly su co ERR-00504","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-09T22:27:39.3645313",
505,"MT-00505",17,226,505,9,9,"Low","Closed","Xu ly su co ERR-00505","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-20T22:27:39.3645313","2025-08-22T03:27:39.3645313"
506,"MT-00506",17,227,506,9,9,"Low","Closed","Xu ly su co ERR-00506","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-31T22:27:39.3645313","2025-09-02T04:27:39.3645313"
507,"MT-00507",17,228,507,9,9,"Medium","Closed","Xu ly su co ERR-00507","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-11T22:27:39.3645313","2025-09-13T05:27:39.3645313"
508,"MT-00508",17,229,508,9,9,"Low","Closed","Xu ly su co ERR-00508","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-22T22:27:39.3645313","2025-09-24T06:27:39.3645313"
509,"MT-00509",17,230,509,9,9,"Low","Closed","Xu ly su co ERR-00509","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-03T22:27:39.3645313","2025-10-05T07:27:39.3645313"
510,"MT-00510",28,231,510,9,9,"Critical","Closed","Xu ly su co ERR-00510","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-14T22:27:39.3645313","2025-10-16T08:27:39.3645313"
511,"MT-00511",28,232,511,9,9,"High","Closed","Xu ly su co ERR-00511","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-25T22:27:39.3645313","2025-10-27T09:27:39.3645313"
512,"MT-00512",28,233,512,9,9,"Low","Closed","Xu ly su co ERR-00512","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-05T22:27:39.3645313","2025-11-07T10:27:39.3645313"
513,"MT-00513",28,234,513,9,9,"Medium","InProgress","Xu ly su co ERR-00513","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-16T22:27:39.3645313",
514,"MT-00514",28,235,514,9,9,"Low","Closed","Xu ly su co ERR-00514","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-27T22:27:39.3645313","2025-11-29T12:27:39.3645313"
515,"MT-00515",38,236,515,9,9,"Low","Closed","Xu ly su co ERR-00515","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-08T22:27:39.3645313","2025-12-10T13:27:39.3645313"
516,"MT-00516",38,237,516,9,9,"Medium","Closed","Xu ly su co ERR-00516","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-19T22:27:39.3645313","2025-12-21T14:27:39.3645313"
517,"MT-00517",38,238,517,9,9,"Low","Closed","Xu ly su co ERR-00517","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-30T22:27:39.3645313","2026-01-01T15:27:39.3645313"
518,"MT-00518",38,239,518,9,9,"High","Closed","Xu ly su co ERR-00518","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-10T22:27:39.3645313","2026-01-12T16:27:39.3645313"
519,"MT-00519",38,240,519,9,9,"Medium","Closed","Xu ly su co ERR-00519","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-21T22:27:39.3645313","2026-01-23T17:27:39.3645313"
520,"MT-00520",48,241,520,9,9,"Low","Closed","Xu ly su co ERR-00520","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-02-01T22:27:39.3645313","2026-02-03T18:27:39.3645313"
521,"MT-00521",48,242,521,9,9,"Low","Closed","Xu ly su co ERR-00521","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-02-12T22:27:39.3645313","2026-02-14T19:27:39.3645313"
522,"MT-00522",48,243,522,9,9,"Medium","InProgress","Xu ly su co ERR-00522","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-02-23T22:27:39.3645313",
523,"MT-00523",48,244,523,9,9,"Low","Closed","Xu ly su co ERR-00523","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-06T22:27:39.3645313","2026-03-08T21:27:39.3645313"
524,"MT-00524",48,245,524,9,9,"Low","Closed","Xu ly su co ERR-00524","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-17T22:27:39.3645313","2026-03-19T22:27:39.3645313"
525,"MT-00525",53,246,525,9,9,"High","Closed","Xu ly su co ERR-00525","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-28T22:27:39.3645313","2026-03-30T23:27:39.3645313"
526,"MT-00526",53,247,526,9,9,"Low","Closed","Xu ly su co ERR-00526","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-04-08T22:27:39.3645313","2026-04-11T00:27:39.3645313"
527,"MT-00527",53,248,527,9,9,"Critical","Closed","Xu ly su co ERR-00527","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-04-19T22:27:39.3645313","2026-04-22T01:27:39.3645313"
528,"MT-00528",53,249,528,9,9,"Medium","Closed","Xu ly su co ERR-00528","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-04-30T22:27:39.3645313","2026-05-01T02:27:39.3645313"
529,"MT-00529",53,250,529,9,9,"Low","Closed","Xu ly su co ERR-00529","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-05-11T22:27:39.3645313","2026-05-12T03:27:39.3645313"
530,"MT-00530",59,251,530,9,9,"Low","Closed","Xu ly su co ERR-00530","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-05-22T22:27:39.3645313","2026-05-23T04:27:39.3645313"
531,"MT-00531",59,252,531,9,9,"Medium","InProgress","Xu ly su co ERR-00531","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-06-02T22:27:39.3645313",
532,"MT-00532",59,253,532,9,9,"High","Closed","Xu ly su co ERR-00532","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-06-13T22:27:39.3645313","2024-06-14T06:27:39.3645313"
533,"MT-00533",59,254,533,9,9,"Low","Closed","Xu ly su co ERR-00533","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-06-24T22:27:39.3645313","2024-06-25T07:27:39.3645313"
534,"MT-00534",59,255,534,9,9,"Medium","Closed","Xu ly su co ERR-00534","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-07-05T22:27:39.3645313","2024-07-06T08:27:39.3645313"
535,"MT-00535",68,256,535,9,9,"Low","Closed","Xu ly su co ERR-00535","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-07-16T22:27:39.3645313","2024-07-17T09:27:39.3645313"
536,"MT-00536",68,257,536,9,9,"Low","Closed","Xu ly su co ERR-00536","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-07-27T22:27:39.3645313","2024-07-28T10:27:39.3645313"
537,"MT-00537",68,258,537,9,9,"Medium","Closed","Xu ly su co ERR-00537","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-08-07T22:27:39.3645313","2024-08-08T11:27:39.3645313"
538,"MT-00538",68,259,538,9,9,"Low","Closed","Xu ly su co ERR-00538","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-08-18T22:27:39.3645313","2024-08-19T12:27:39.3645313"
539,"MT-00539",68,260,539,9,9,"High","Closed","Xu ly su co ERR-00539","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-08-29T22:27:39.3645313","2024-08-30T13:27:39.3645313"
540,"MT-00540",74,261,540,9,9,"Medium","InProgress","Xu ly su co ERR-00540","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-09-09T22:27:39.3645313",
541,"MT-00541",74,262,541,9,9,"Low","Closed","Xu ly su co ERR-00541","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-09-20T22:27:39.3645313","2024-09-21T15:27:39.3645313"
542,"MT-00542",74,263,542,9,9,"Low","Closed","Xu ly su co ERR-00542","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-10-01T22:27:39.3645313","2024-10-02T16:27:39.3645313"
543,"MT-00543",74,264,543,9,9,"Medium","Closed","Xu ly su co ERR-00543","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-10-12T22:27:39.3645313","2024-10-13T17:27:39.3645313"
544,"MT-00544",74,265,544,9,9,"Critical","Closed","Xu ly su co ERR-00544","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-10-23T22:27:39.3645313","2024-10-24T18:27:39.3645313"
545,"MT-00545",80,266,545,9,9,"Low","Closed","Xu ly su co ERR-00545","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-11-03T22:27:39.3645313","2024-11-04T19:27:39.3645313"
546,"MT-00546",80,267,546,9,9,"High","Closed","Xu ly su co ERR-00546","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-11-14T22:27:39.3645313","2024-11-15T20:27:39.3645313"
547,"MT-00547",80,268,547,9,9,"Low","Closed","Xu ly su co ERR-00547","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-11-25T22:27:39.3645313","2024-11-26T21:27:39.3645313"
548,"MT-00548",80,269,548,9,9,"Low","Closed","Xu ly su co ERR-00548","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-12-06T22:27:39.3645313","2024-12-07T22:27:39.3645313"
549,"MT-00549",80,270,549,9,9,"Medium","InProgress","Xu ly su co ERR-00549","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-12-17T22:27:39.3645313",
550,"MT-00550",89,271,550,9,9,"Low","Closed","Xu ly su co ERR-00550","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2024-12-28T22:27:39.3645313","2024-12-30T00:27:39.3645313"
551,"MT-00551",89,272,551,9,9,"Low","Closed","Xu ly su co ERR-00551","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-01-08T22:27:39.3645313","2025-01-10T01:27:39.3645313"
552,"MT-00552",89,273,552,9,9,"Medium","Closed","Xu ly su co ERR-00552","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-01-19T22:27:39.3645313","2025-01-21T02:27:39.3645313"
553,"MT-00553",89,274,553,9,9,"High","Closed","Xu ly su co ERR-00553","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-01-30T22:27:39.3645313","2025-02-01T03:27:39.3645313"
554,"MT-00554",89,275,554,9,9,"Low","Closed","Xu ly su co ERR-00554","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-02-10T22:27:39.3645313","2025-02-12T04:27:39.3645313"
555,"MT-00555",98,276,555,9,9,"Medium","Closed","Xu ly su co ERR-00555","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-02-21T22:27:39.3645313","2025-02-23T05:27:39.3645313"
556,"MT-00556",98,277,556,9,9,"Low","Closed","Xu ly su co ERR-00556","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-03-04T22:27:39.3645313","2025-03-06T06:27:39.3645313"
557,"MT-00557",98,278,557,9,9,"Low","Closed","Xu ly su co ERR-00557","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-03-15T22:27:39.3645313","2025-03-17T07:27:39.3645313"
558,"MT-00558",98,279,558,9,9,"Medium","InProgress","Xu ly su co ERR-00558","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-03-26T22:27:39.3645313",
559,"MT-00559",98,280,559,9,9,"Low","Closed","Xu ly su co ERR-00559","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-04-06T22:27:39.3645313","2025-04-08T09:27:39.3645313"
560,"MT-00560",1,1,560,9,9,"High","Closed","Xu ly su co ERR-00560","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-04-17T22:27:39.3645313","2025-04-19T10:27:39.3645313"
561,"MT-00561",1,2,561,9,9,"Critical","Closed","Xu ly su co ERR-00561","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-04-28T22:27:39.3645313","2025-04-30T11:27:39.3645313"
562,"MT-00562",3,3,562,9,9,"Low","Closed","Xu ly su co ERR-00562","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-05-09T22:27:39.3645313","2025-05-11T12:27:39.3645313"
563,"MT-00563",3,4,563,9,9,"Low","Closed","Xu ly su co ERR-00563","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-05-20T22:27:39.3645313","2025-05-22T13:27:39.3645313"
564,"MT-00564",5,5,564,9,9,"Medium","Closed","Xu ly su co ERR-00564","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-05-31T22:27:39.3645313","2025-06-02T14:27:39.3645313"
565,"MT-00565",5,6,565,9,9,"Low","Closed","Xu ly su co ERR-00565","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-06-11T22:27:39.3645313","2025-06-13T15:27:39.3645313"
566,"MT-00566",6,7,566,9,9,"Low","Closed","Xu ly su co ERR-00566","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-06-22T22:27:39.3645313","2025-06-24T16:27:39.3645313"
567,"MT-00567",6,8,567,9,9,"High","InProgress","Xu ly su co ERR-00567","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-03T22:27:39.3645313",
568,"MT-00568",10,9,568,9,9,"Low","Closed","Xu ly su co ERR-00568","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-14T22:27:39.3645313","2025-07-16T18:27:39.3645313"
569,"MT-00569",10,10,569,9,9,"Low","Closed","Xu ly su co ERR-00569","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-07-25T22:27:39.3645313","2025-07-27T19:27:39.3645313"
570,"MT-00570",12,11,570,9,9,"Medium","Closed","Xu ly su co ERR-00570","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-05T22:27:39.3645313","2025-08-07T20:27:39.3645313"
571,"MT-00571",12,12,571,9,9,"Low","Closed","Xu ly su co ERR-00571","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-16T22:27:39.3645313","2025-08-18T21:27:39.3645313"
572,"MT-00572",14,13,572,9,9,"Low","Closed","Xu ly su co ERR-00572","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-08-27T22:27:39.3645313","2025-08-29T22:27:39.3645313"
573,"MT-00573",14,14,573,9,9,"Medium","Closed","Xu ly su co ERR-00573","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-07T22:27:39.3645313","2025-09-09T23:27:39.3645313"
574,"MT-00574",16,15,574,9,9,"High","Closed","Xu ly su co ERR-00574","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-18T22:27:39.3645313","2025-09-21T00:27:39.3645313"
575,"MT-00575",16,16,575,9,9,"Low","Closed","Xu ly su co ERR-00575","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-09-29T22:27:39.3645313","2025-10-02T01:27:39.3645313"
576,"MT-00576",18,17,576,9,9,"Medium","InProgress","Xu ly su co ERR-00576","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-10T22:27:39.3645313",
577,"MT-00577",18,18,577,9,9,"Low","Closed","Xu ly su co ERR-00577","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-10-21T22:27:39.3645313","2025-10-22T03:27:39.3645313"
578,"MT-00578",21,19,578,9,9,"Critical","Closed","Xu ly su co ERR-00578","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-01T22:27:39.3645313","2025-11-02T04:27:39.3645313"
579,"MT-00579",21,20,579,9,9,"Medium","Closed","Xu ly su co ERR-00579","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-12T22:27:39.3645313","2025-11-13T05:27:39.3645313"
580,"MT-00580",23,21,580,9,9,"Low","Closed","Xu ly su co ERR-00580","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-11-23T22:27:39.3645313","2025-11-24T06:27:39.3645313"
581,"MT-00581",23,22,581,9,9,"High","Closed","Xu ly su co ERR-00581","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-04T22:27:39.3645313","2025-12-05T07:27:39.3645313"
582,"MT-00582",24,23,582,9,9,"Medium","Closed","Xu ly su co ERR-00582","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-15T22:27:39.3645313","2025-12-16T08:27:39.3645313"
583,"MT-00583",24,24,583,9,9,"Low","Closed","Xu ly su co ERR-00583","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2025-12-26T22:27:39.3645313","2025-12-27T09:27:39.3645313"
584,"MT-00584",26,25,584,9,9,"Low","Closed","Xu ly su co ERR-00584","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-06T22:27:39.3645313","2026-01-07T10:27:39.3645313"
585,"MT-00585",26,26,585,9,9,"Medium","InProgress","Xu ly su co ERR-00585","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-17T22:27:39.3645313",
586,"MT-00586",30,27,586,9,9,"Low","Closed","Xu ly su co ERR-00586","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-01-28T22:27:39.3645313","2026-01-29T12:27:39.3645313"
587,"MT-00587",30,28,587,9,9,"Low","Closed","Xu ly su co ERR-00587","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-02-08T22:27:39.3645313","2026-02-09T13:27:39.3645313"
588,"MT-00588",32,29,588,9,9,"High","Closed","Xu ly su co ERR-00588","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-02-19T22:27:39.3645313","2026-02-20T14:27:39.3645313"
589,"MT-00589",32,30,589,9,9,"Low","Closed","Xu ly su co ERR-00589","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-02T22:27:39.3645313","2026-03-03T15:27:39.3645313"
590,"MT-00590",34,31,590,9,9,"Low","Closed","Xu ly su co ERR-00590","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-13T22:27:39.3645313","2026-03-14T16:27:39.3645313"
591,"MT-00591",34,32,591,9,9,"Medium","Closed","Xu ly su co ERR-00591","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-03-24T22:27:39.3645313","2026-03-25T17:27:39.3645313"
592,"MT-00592",35,33,592,9,9,"Low","Closed","Xu ly su co ERR-00592","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-04-04T22:27:39.3645313","2026-04-05T18:27:39.3645313"
593,"MT-00593",35,34,593,9,9,"Low","Closed","Xu ly su co ERR-00593","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-04-15T22:27:39.3645313","2026-04-16T19:27:39.3645313"
594,"MT-00594",37,35,594,9,9,"Medium","InProgress","Xu ly su co ERR-00594","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2026-04-26T22:27:39.3645313",
