ErrorID,ErrorCode,StationID,PointID,Severity,Description,OccurredAt,ResolvedAt,ResolvedBy,IsActive
403,"ERR-00403",77,124,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-07-24T22:27:39.3645313","2024-07-25T21:27:39.3645313",19,0
404,"ERR-00404",71,125,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-08-04T22:27:39.3645313","2024-08-05T22:27:39.3645313",20,0
405,"ERR-00405",71,126,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-08-15T22:27:39.3645313",,,1
406,"ERR-00406",71,127,"High","Mat ket noi voi bo dieu khien cong sac","2024-08-26T22:27:39.3645313","2024-08-28T00:27:39.3645313",22,0
407,"ERR-00407",72,128,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-09-06T22:27:39.3645313","2024-09-08T01:27:39.3645313",23,0
408,"ERR-00408",72,129,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2024-09-17T22:27:39.3645313","2024-09-19T02:27:39.3645313",24,0
409,"ERR-00409",72,130,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-09-28T22:27:39.3645313","2024-09-30T03:27:39.3645313",25,0
410,"ERR-00410",66,131,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-10-09T22:27:39.3645313","2024-10-11T04:27:39.3645313",26,0
411,"ERR-00411",66,132,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-10-20T22:27:39.3645313","2024-10-22T05:27:39.3645313",27,0
412,"ERR-00412",66,133,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-10-31T22:27:39.3645313","2024-11-02T06:27:39.3645313",28,0
413,"ERR-00413",63,134,"High","Mat ket noi voi bo dieu khien cong sac","2024-11-11T22:27:39.3645313","2024-11-13T07:27:39.3645313",29,0
414,"ERR-00414",63,135,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-11-22T22:27:39.3645313",,,1
415,"ERR-00415",63,136,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-12-03T22:27:39.3645313","2024-12-05T09:27:39.3645313",31,0
416,"ERR-00416",64,137,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-12-14T22:27:39.3645313","2024-12-16T10:27:39.3645313",32,0
417,"ERR-00417",64,138,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-12-25T22:27:39.3645313","2024-12-27T11:27:39.3645313",33,0
418,"ERR-00418",64,139,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-01-05T22:27:39.3645313","2025-01-07T12:27:39.3645313",34,0
419,"ERR-00419",61,140,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-01-16T22:27:39.3645313","2025-01-18T13:27:39.3645313",35,0
420,"ERR-00420",61,141,"High","Mat ket noi voi bo dieu khien cong sac","2025-01-27T22:27:39.3645313","2025-01-29T14:27:39.3645313",36,0
421,"ERR-00421",61,142,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-02-07T22:27:39.3645313","2025-02-09T15:27:39.3645313",9,0
422,"ERR-00422",58,143,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-02-18T22:27:39.3645313","2025-02-20T16:27:39.3645313",10,0
423,"ERR-00423",58,144,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-03-01T22:27:39.3645313",,,1
424,"ERR-00424",58,145,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-03-12T22:27:39.3645313","2025-03-14T18:27:39.3645313",12,0
425,"ERR-00425",56,146,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2025-03-23T22:27:39.3645313","2025-03-25T19:27:39.3645313",13,0
426,"ERR-00426",56,147,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-04-03T22:27:39.3645313","2025-04-05T20:27:39.3645313",14,0
427,"ERR-00427",56,148,"High","Mat ket noi voi bo dieu khien cong sac","2025-04-14T22:27:39.3645313","2025-04-16T21:27:39.3645313",15,0
428,"ERR-00428",49,149,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-04-25T22:27:39.3645313","2025-04-27T22:27:39.3645313",16,0
429,"ERR-00429",49,150,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-05-06T22:27:39.3645313","2025-05-08T23:27:39.3645313",17,0
430,"ERR-00430",49,151,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-05-17T22:27:39.3645313","2025-05-20T00:27:39.3645313",18,0
431,"ERR-00431",54,152,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-05-28T22:27:39.3645313","2025-05-31T01:27:39.3645313",19,0
432,"ERR-00432",54,153,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-06-08T22:27:39.3645313",,,1
433,"ERR-00433",54,154,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-06-19T22:27:39.3645313","2025-06-20T03:27:39.3645313",21,0
434,"ERR-00434",51,155,"High","Mat ket noi voi bo dieu khien cong sac","2025-06-30T22:27:39.3645313","2025-07-01T04:27:39.3645313",22,0
435,"ERR-00435",51,156,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-07-11T22:27:39.3645313","2025-07-12T05:27:39.3645313",23,0
436,"ERR-00436",51,157,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-07-22T22:27:39.3645313","2025-07-23T06:27:39.3645313",24,0
437,"ERR-00437",47,158,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-08-02T22:27:39.3645313","2025-08-03T07:27:39.3645313",25,0
438,"ERR-00438",47,159,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-08-13T22:27:39.3645313","2025-08-14T08:27:39.3645313",26,0
439,"ERR-00439",47,160,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-08-24T22:27:39.3645313","2025-08-25T09:27:39.3645313",27,0
440,"ERR-00440",45,161,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-09-04T22:27:39.3645313","2025-09-05T10:27:39.3645313",28,0
441,"ERR-00441",45,162,"High","Mat ket noi voi bo dieu khien cong sac","2025-09-15T22:27:39.3645313",,,1
442,"ERR-00442",45,163,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2025-09-26T22:27:39.3645313","2025-09-27T12:27:39.3645313",30,0
443,"ERR-00443",43,164,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-10-07T22:27:39.3645313","2025-10-08T13:27:39.3645313",31,0
444,"ERR-00444",43,165,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-10-18T22:27:39.3645313","2025-10-19T14:27:39.3645313",32,0
445,"ERR-00445",43,166,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-10-29T22:27:39.3645313","2025-10-30T15:27:39.3645313",33,0
446,"ERR-00446",40,167,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-11-09T22:27:39.3645313","2025-11-10T16:27:39.3645313",34,0
447,"ERR-00447",40,168,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-11-20T22:27:39.3645313","2025-11-21T17:27:39.3645313",35,0
448,"ERR-00448",40,169,"High","Mat ket noi voi bo dieu khien cong sac","2025-12-01T22:27:39.3645313","2025-12-02T18:27:39.3645313",36,0
449,"ERR-00449",41,170,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-12-12T22:27:39.3645313","2025-12-13T19:27:39.3645313",9,0
450,"ERR-00450",41,171,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-12-23T22:27:39.3645313",,,1
451,"ERR-00451",41,172,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-01-03T22:27:39.3645313","2026-01-04T21:27:39.3645313",11,0
452,"ERR-00452",36,173,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-01-14T22:27:39.3645313","2026-01-15T22:27:39.3645313",12,0
453,"ERR-00453",36,174,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-01-25T22:27:39.3645313","2026-01-26T23:27:39.3645313",13,0
454,"ERR-00454",36,175,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-02-05T22:27:39.3645313","2026-02-07T00:27:39.3645313",14,0
455,"ERR-00455",33,176,"High","Mat ket noi voi bo dieu khien cong sac","2026-02-16T22:27:39.3645313","2026-02-18T01:27:39.3645313",15,0
456,"ERR-00456",33,177,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-02-27T22:27:39.3645313","2026-03-01T02:27:39.3645313",16,0
457,"ERR-00457",33,178,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-03-10T22:27:39.3645313","2026-03-12T03:27:39.3645313",17,0
458,"ERR-00458",31,179,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-03-21T22:27:39.3645313","2026-03-23T04:27:39.3645313",18,0
459,"ERR-00459",31,180,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2026-04-01T22:27:39.3645313",,,1
460,"ERR-00460",31,181,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-04-12T22:27:39.3645313","2026-04-14T06:27:39.3645313",20,0
461,"ERR-00461",9,182,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-04-23T22:27:39.3645313","2026-04-25T07:27:39.3645313",21,0
462,"ERR-00462",9,183,"High","Mat ket noi voi bo dieu khien cong sac","2026-05-04T22:27:39.3645313","2026-05-06T08:27:39.3645313",22,0
463,"ERR-00463",9,184,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-05-15T22:27:39.3645313","2026-05-17T09:27:39.3645313",23,0
464,"ERR-00464",29,185,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-05-26T22:27:39.3645313","2026-05-28T10:27:39.3645313",24,0
465,"ERR-00465",29,186,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-06-06T22:27:39.3645313","2024-06-08T11:27:39.3645313",25,0
466,"ERR-00466",29,187,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-06-17T22:27:39.3645313","2024-06-19T12:27:39.3645313",26,0
467,"ERR-00467",27,188,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-06-28T22:27:39.3645313","2024-06-30T13:27:39.3645313",27,0
468,"ERR-00468",27,189,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-07-09T22:27:39.3645313",,,1
469,"ERR-00469",27,190,"High","Mat ket noi voi bo dieu khien cong sac","2024-07-20T22:27:39.3645313","2024-07-22T15:27:39.3645313",29,0
470,"ERR-00470",25,191,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-07-31T22:27:39.3645313","2024-08-02T16:27:39.3645313",30,0
471,"ERR-00471",25,192,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-08-11T22:27:39.3645313","2024-08-13T17:27:39.3645313",31,0
472,"ERR-00472",25,193,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-08-22T22:27:39.3645313","2024-08-24T18:27:39.3645313",32,0
473,"ERR-00473",22,194,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-09-02T22:27:39.3645313","2024-09-04T19:27:39.3645313",33,0
474,"ERR-00474",22,195,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-09-13T22:27:39.3645313","2024-09-15T20:27:39.3645313",34,0
475,"ERR-00475",22,196,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-09-24T22:27:39.3645313","2024-09-26T21:27:39.3645313",35,0
476,"ERR-00476",19,197,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2024-10-05T22:27:39.3645313","2024-10-07T22:27:39.3645313",36,0
477,"ERR-00477",19,198,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-10-16T22:27:39.3645313",,,1
478,"ERR-00478",19,199,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-10-27T22:27:39.3645313","2024-10-30T00:27:39.3645313",10,0
479,"ERR-00479",20,200,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-11-07T22:27:39.3645313","2024-11-10T01:27:39.3645313",11,0
480,"ERR-00480",20,201,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-11-18T22:27:39.3645313","2024-11-19T02:27:39.3645313",12,0
481,"ERR-00481",20,202,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-11-29T22:27:39.3645313","2024-11-30T03:27:39.3645313",13,0
482,"ERR-00482",15,203,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-12-10T22:27:39.3645313","2024-12-11T04:27:39.3645313",14,0
483,"ERR-00483",15,204,"High","Mat ket noi voi bo dieu khien cong sac","2024-12-21T22:27:39.3645313","2024-12-22T05:27:39.3645313",15,0
484,"ERR-00484",15,205,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-01-01T22:27:39.3645313","2025-01-02T06:27:39.3645313",16,0
485,"ERR-00485",13,206,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-01-12T22:27:39.3645313","2025-01-13T07:27:39.3645313",17,0
486,"ERR-00486",13,207,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-01-23T22:27:39.3645313",,,1
487,"ERR-00487",13,208,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-02-03T22:27:39.3645313","2025-02-04T09:27:39.3645313",19,0
488,"ERR-00488",11,209,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-02-14T22:27:39.3645313","2025-02-15T10:27:39.3645313",20,0
489,"ERR-00489",11,210,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-02-25T22:27:39.3645313","2025-02-26T11:27:39.3645313",21,0
490,"ERR-00490",11,211,"High","Mat ket noi voi bo dieu khien cong sac","2025-03-08T22:27:39.3645313","2025-03-09T12:27:39.3645313",22,0
491,"ERR-00491",7,212,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-03-19T22:27:39.3645313","2025-03-20T13:27:39.3645313",23,0
492,"ERR-00492",7,213,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-03-30T22:27:39.3645313","2025-03-31T14:27:39.3645313",24,0
493,"ERR-00493",7,214,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2025-04-10T22:27:39.3645313","2025-04-11T15:27:39.3645313",25,0
494,"ERR-00494",4,215,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-04-21T22:27:39.3645313","2025-04-22T16:27:39.3645313",26,0
495,"ERR-00495",4,216,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-05-02T22:27:39.3645313",,,1
496,"ERR-00496",4,217,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-05-13T22:27:39.3645313","2025-05-14T18:27:39.3645313",28,0
497,"ERR-00497",2,218,"High","Mat ket noi voi bo dieu khien cong sac","2025-05-24T22:27:39.3645313","2025-05-25T19:27:39.3645313",29,0
498,"ERR-00498",2,219,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-06-04T22:27:39.3645313","2025-06-05T20:27:39.3645313",30,0
499,"ERR-00499",2,220,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-06-15T22:27:39.3645313","2025-06-16T21:27:39.3645313",31,0
500,"ERR-00500",8,221,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-06-26T22:27:39.3645313","2025-06-27T22:27:39.3645313",32,0
501,"ERR-00501",8,222,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-07-07T22:27:39.3645313","2025-07-08T23:27:39.3645313",33,0
502,"ERR-00502",8,223,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-07-18T22:27:39.3645313","2025-07-20T00:27:39.3645313",34,0
503,"ERR-00503",8,224,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-07-29T22:27:39.3645313","2025-07-31T01:27:39.3645313",35,0
504,"ERR-00504",8,225,"High","Mat ket noi voi bo dieu khien cong sac","2025-08-09T22:27:39.3645313",,,1
505,"ERR-00505",17,226,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-08-20T22:27:39.3645313","2025-08-22T03:27:39.3645313",9,0
506,"ERR-00506",17,227,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-08-31T22:27:39.3645313","2025-09-02T04:27:39.3645313",10,0
507,"ERR-00507",17,228,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-09-11T22:27:39.3645313","2025-09-13T05:27:39.3645313",11,0
508,"ERR-00508",17,229,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-09-22T22:27:39.3645313","2025-09-24T06:27:39.3645313",12,0
509,"ERR-00509",17,230,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-10-03T22:27:39.3645313","2025-10-05T07:27:39.3645313",13,0
510,"ERR-00510",28,231,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2025-10-14T22:27:39.3645313","2025-10-16T08:27:39.3645313",14,0
511,"ERR-00511",28,232,"High","Mat ket noi voi bo dieu khien cong sac","2025-10-25T22:27:39.3645313","2025-10-27T09:27:39.3645313",15,0
512,"ERR-00512",28,233,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-11-05T22:27:39.3645313","2025-11-07T10:27:39.3645313",16,0
513,"ERR-00513",28,234,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-11-16T22:27:39.3645313",,,1
514,"ERR-00514",28,235,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-11-27T22:27:39.3645313","2025-11-29T12:27:39.3645313",18,0
515,"ERR-00515",38,236,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-12-08T22:27:39.3645313","2025-12-10T13:27:39.3645313",19,0
516,"ERR-00516",38,237,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-12-19T22:27:39.3645313","2025-12-21T14:27:39.3645313",20,0
517,"ERR-00517",38,238,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-12-30T22:27:39.3645313","2026-01-01T15:27:39.3645313",21,0
518,"ERR-00518",38,239,"High","Mat ket noi voi bo dieu khien cong sac","2026-01-10T22:27:39.3645313","2026-01-12T16:27:39.3645313",22,0
519,"ERR-00519",38,240,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-01-21T22:27:39.3645313","2026-01-23T17:27:39.3645313",23,0
520,"ERR-00520",48,241,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-02-01T22:27:39.3645313","2026-02-03T18:27:39.3645313",24,0
521,"ERR-00521",48,242,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-02-12T22:27:39.3645313","2026-02-14T19:27:39.3645313",25,0
522,"ERR-00522",48,243,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-02-23T22:27:39.3645313",,,1
523,"ERR-00523",48,244,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-03-06T22:27:39.3645313","2026-03-08T21:27:39.3645313",27,0
524,"ERR-00524",48,245,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-03-17T22:27:39.3645313","2026-03-19T22:27:39.3645313",28,0
525,"ERR-00525",53,246,"High","Mat ket noi voi bo dieu khien cong sac","2026-03-28T22:27:39.3645313","2026-03-30T23:27:39.3645313",29,0
526,"ERR-00526",53,247,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-04-08T22:27:39.3645313","2026-04-11T00:27:39.3645313",30,0
527,"ERR-00527",53,248,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2026-04-19T22:27:39.3645313","2026-04-22T01:27:39.3645313",31,0
528,"ERR-00528",53,249,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2026-04-30T22:27:39.3645313","2026-05-01T02:27:39.3645313",32,0
529,"ERR-00529",53,250,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-05-11T22:27:39.3645313","2026-05-12T03:27:39.3645313",33,0
530,"ERR-00530",59,251,"Low","Can hieu chuan lai cam bien trang thai dau sac","2026-05-22T22:27:39.3645313","2026-05-23T04:27:39.3645313",34,0
531,"ERR-00531",59,252,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-06-02T22:27:39.3645313",,,1
532,"ERR-00532",59,253,"High","Mat ket noi voi bo dieu khien cong sac","2024-06-13T22:27:39.3645313","2024-06-14T06:27:39.3645313",36,0
533,"ERR-00533",59,254,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-06-24T22:27:39.3645313","2024-06-25T07:27:39.3645313",9,0
534,"ERR-00534",59,255,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-07-05T22:27:39.3645313","2024-07-06T08:27:39.3645313",10,0
535,"ERR-00535",68,256,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-07-16T22:27:39.3645313","2024-07-17T09:27:39.3645313",11,0
536,"ERR-00536",68,257,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-07-27T22:27:39.3645313","2024-07-28T10:27:39.3645313",12,0
537,"ERR-00537",68,258,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-08-07T22:27:39.3645313","2024-08-08T11:27:39.3645313",13,0
538,"ERR-00538",68,259,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-08-18T22:27:39.3645313","2024-08-19T12:27:39.3645313",14,0
539,"ERR-00539",68,260,"High","Mat ket noi voi bo dieu khien cong sac","2024-08-29T22:27:39.3645313","2024-08-30T13:27:39.3645313",15,0
540,"ERR-00540",74,261,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-09-09T22:27:39.3645313",,,1
541,"ERR-00541",74,262,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-09-20T22:27:39.3645313","2024-09-21T15:27:39.3645313",17,0
542,"ERR-00542",74,263,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-10-01T22:27:39.3645313","2024-10-02T16:27:39.3645313",18,0
543,"ERR-00543",74,264,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-10-12T22:27:39.3645313","2024-10-13T17:27:39.3645313",19,0
544,"ERR-00544",74,265,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2024-10-23T22:27:39.3645313","2024-10-24T18:27:39.3645313",20,0
545,"ERR-00545",80,266,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-11-03T22:27:39.3645313","2024-11-04T19:27:39.3645313",21,0
546,"ERR-00546",80,267,"High","Mat ket noi voi bo dieu khien cong sac","2024-11-14T22:27:39.3645313","2024-11-15T20:27:39.3645313",22,0
547,"ERR-00547",80,268,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-11-25T22:27:39.3645313","2024-11-26T21:27:39.3645313",23,0
548,"ERR-00548",80,269,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-12-06T22:27:39.3645313","2024-12-07T22:27:39.3645313",24,0
549,"ERR-00549",80,270,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2024-12-17T22:27:39.3645313",,,1
550,"ERR-00550",89,271,"Low","Can hieu chuan lai cam bien trang thai dau sac","2024-12-28T22:27:39.3645313","2024-12-30T00:27:39.3645313",26,0
551,"ERR-00551",89,272,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-01-08T22:27:39.3645313","2025-01-10T01:27:39.3645313",27,0
552,"ERR-00552",89,273,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-01-19T22:27:39.3645313","2025-01-21T02:27:39.3645313",28,0
553,"ERR-00553",89,274,"High","Mat ket noi voi bo dieu khien cong sac","2025-01-30T22:27:39.3645313","2025-02-01T03:27:39.3645313",29,0
554,"ERR-00554",89,275,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-02-10T22:27:39.3645313","2025-02-12T04:27:39.3645313",30,0
555,"ERR-00555",98,276,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-02-21T22:27:39.3645313","2025-02-23T05:27:39.3645313",31,0
556,"ERR-00556",98,277,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-03-04T22:27:39.3645313","2025-03-06T06:27:39.3645313",32,0
557,"ERR-00557",98,278,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-03-15T22:27:39.3645313","2025-03-17T07:27:39.3645313",33,0
558,"ERR-00558",98,279,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-03-26T22:27:39.3645313",,,1
559,"ERR-00559",98,280,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-04-06T22:27:39.3645313","2025-04-08T09:27:39.3645313",35,0
560,"ERR-00560",1,1,"High","Mat ket noi voi bo dieu khien cong sac","2025-04-17T22:27:39.3645313","2025-04-19T10:27:39.3645313",36,0
561,"ERR-00561",1,2,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2025-04-28T22:27:39.3645313","2025-04-30T11:27:39.3645313",9,0
562,"ERR-00562",3,3,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-05-09T22:27:39.3645313","2025-05-11T12:27:39.3645313",10,0
563,"ERR-00563",3,4,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-05-20T22:27:39.3645313","2025-05-22T13:27:39.3645313",11,0
564,"ERR-00564",5,5,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-05-31T22:27:39.3645313","2025-06-02T14:27:39.3645313",12,0
565,"ERR-00565",5,6,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-06-11T22:27:39.3645313","2025-06-13T15:27:39.3645313",13,0
566,"ERR-00566",6,7,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-06-22T22:27:39.3645313","2025-06-24T16:27:39.3645313",14,0
567,"ERR-00567",6,8,"High","Mat ket noi voi bo dieu khien cong sac","2025-07-03T22:27:39.3645313",,,1
568,"ERR-00568",10,9,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-07-14T22:27:39.3645313","2025-07-16T18:27:39.3645313",16,0
569,"ERR-00569",10,10,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-07-25T22:27:39.3645313","2025-07-27T19:27:39.3645313",17,0
570,"ERR-00570",12,11,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-08-05T22:27:39.3645313","2025-08-07T20:27:39.3645313",18,0
571,"ERR-00571",12,12,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-08-16T22:27:39.3645313","2025-08-18T21:27:39.3645313",19,0
572,"ERR-00572",14,13,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-08-27T22:27:39.3645313","2025-08-29T22:27:39.3645313",20,0
573,"ERR-00573",14,14,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-09-07T22:27:39.3645313","2025-09-09T23:27:39.3645313",21,0
574,"ERR-00574",16,15,"High","Mat ket noi voi bo dieu khien cong sac","2025-09-18T22:27:39.3645313","2025-09-21T00:27:39.3645313",22,0
575,"ERR-00575",16,16,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-09-29T22:27:39.3645313","2025-10-02T01:27:39.3645313",23,0
576,"ERR-00576",18,17,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-10-10T22:27:39.3645313",,,1
577,"ERR-00577",18,18,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-10-21T22:27:39.3645313","2025-10-22T03:27:39.3645313",25,0
578,"ERR-00578",21,19,"Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","2025-11-01T22:27:39.3645313","2025-11-02T04:27:39.3645313",26,0
579,"ERR-00579",21,20,"Medium","Dong dien dao dong bat thuong trong gio cao diem","2025-11-12T22:27:39.3645313","2025-11-13T05:27:39.3645313",27,0
580,"ERR-00580",23,21,"Low","Can hieu chuan lai cam bien trang thai dau sac","2025-11-23T22:27:39.3645313","2025-11-24T06:27:39.3645313",28,0
581,"ERR-00581",23,22,"High","Mat ket noi voi bo dieu khien cong sac","2025-12-04T22:27:39.3645313","2025-12-05T07:27:39.3645313",29,0
