VehicleID,UserID,PlateNumber,Brand,Model,BatteryCapacityKWh,PreferredConnectorTypeID,IsActive,CreatedAt
286,337,"65E-10286","BYD","Atto 3",60.50,1,1,"2024-03-19T01:00:00.0000000"
287,338,"72E-10287","MG","MG4 Electric",64.00,1,1,"2024-03-20T01:00:00.0000000"
288,339,"79E-10288","Porsche","Taycan",93.40,3,1,"2024-03-21T01:00:00.0000000"
289,340,"29E-10289","Volvo","XC40 Recharge",78.00,3,1,"2024-03-22T01:00:00.0000000"
290,341,"51E-10290","VinFast","VF e34",42.00,1,1,"2024-03-23T01:00:00.0000000"
291,342,"30E-10291","VinFast","VF 8",82.00,1,1,"2024-03-24T01:00:00.0000000"
292,343,"43E-10292","VinFast","VF 9",92.00,1,1,"2024-03-25T01:00:00.0000000"
293,344,"61E-10293","Tesla","Model 3",75.00,1,1,"2024-03-26T01:00:00.0000000"
294,345,"15E-10294","Hyundai","Ioniq 5",72.60,1,1,"2024-03-27T01:00:00.0000000"
295,346,"60E-10295","Kia","EV6",77.40,1,1,"2024-03-28T01:00:00.0000000"
296,347,"65E-10296","BYD","Atto 3",60.50,1,1,"2024-03-29T01:00:00.0000000"
297,348,"72E-10297","MG","MG4 Electric",64.00,3,1,"2024-03-30T01:00:00.0000000"
298,349,"79E-10298","Porsche","Taycan",93.40,3,1,"2024-03-31T01:00:00.0000000"
299,350,"29E-10299","Volvo","XC40 Recharge",78.00,1,1,"2024-04-01T01:00:00.0000000"
300,351,"51E-10300","VinFast","VF e34",42.00,1,1,"2024-04-02T01:00:00.0000000"
301,352,"30E-10301","VinFast","VF 8",82.00,1,1,"2024-04-03T01:00:00.0000000"
302,353,"43E-10302","VinFast","VF 9",92.00,1,1,"2024-04-04T01:00:00.0000000"
303,354,"61E-10303","Tesla","Model 3",75.00,1,1,"2024-04-05T01:00:00.0000000"
304,355,"15E-10304","Hyundai","Ioniq 5",72.60,1,1,"2024-04-06T01:00:00.0000000"
305,356,"60E-10305","Kia","EV6",77.40,1,1,"2024-04-07T01:00:00.0000000"
306,357,"65E-10306","BYD","Atto 3",60.50,3,1,"2024-04-08T01:00:00.0000000"
307,358,"72E-10307","MG","MG4 Electric",64.00,3,1,"2024-04-09T01:00:00.0000000"
308,359,"79E-10308","Porsche","Taycan",93.40,1,1,"2024-04-10T01:00:00.0000000"
309,360,"29E-10309","Volvo","XC40 Recharge",78.00,1,1,"2024-04-11T01:00:00.0000000"
310,361,"51E-10310","VinFast","VF e34",42.00,1,1,"2024-04-12T01:00:00.0000000"
311,362,"30E-10311","VinFast","VF 8",82.00,1,1,"2024-04-13T01:00:00.0000000"
312,363,"43E-10312","VinFast","VF 9",92.00,1,1,"2024-04-14T01:00:00.0000000"
313,364,"61E-10313","Tesla","Model 3",75.00,1,1,"2024-04-15T01:00:00.0000000"
314,365,"15E-10314","Hyundai","Ioniq 5",72.60,1,1,"2024-04-16T01:00:00.0000000"
315,366,"60E-10315","Kia","EV6",77.40,3,1,"2024-04-17T01:00:00.0000000"
316,367,"65E-10316","BYD","Atto 3",60.50,3,1,"2024-04-18T01:00:00.0000000"
317,368,"72E-10317","MG","MG4 Electric",64.00,1,1,"2024-04-19T01:00:00.0000000"
318,369,"79E-10318","Porsche","Taycan",93.40,1,1,"2024-04-20T01:00:00.0000000"
319,370,"29E-10319","Volvo","XC40 Recharge",78.00,1,1,"2024-04-21T01:00:00.0000000"
320,371,"51E-10320","VinFast","VF e34",42.00,1,1,"2024-04-22T01:00:00.0000000"
321,372,"30E-10321","VinFast","VF 8",82.00,1,1,"2024-04-23T01:00:00.0000000"
322,373,"43E-10322","VinFast","VF 9",92.00,1,1,"2024-04-24T01:00:00.0000000"
323,374,"61E-10323","Tesla","Model 3",75.00,1,1,"2024-04-25T01:00:00.0000000"
324,375,"15E-10324","Hyundai","Ioniq 5",72.60,3,1,"2024-04-26T01:00:00.0000000"
325,376,"60E-10325","Kia","EV6",77.40,3,1,"2024-04-27T01:00:00.0000000"
326,377,"65E-10326","BYD","Atto 3",60.50,1,1,"2024-04-28T01:00:00.0000000"
327,378,"72E-10327","MG","MG4 Electric",64.00,1,1,"2024-04-29T01:00:00.0000000"
328,379,"79E-10328","Porsche","Taycan",93.40,1,1,"2024-04-30T01:00:00.0000000"
329,380,"29E-10329","Volvo","XC40 Recharge",78.00,1,1,"2024-05-01T01:00:00.0000000"
330,381,"51E-10330","VinFast","VF e34",42.00,1,1,"2024-05-02T01:00:00.0000000"
331,382,"30E-10331","VinFast","VF 8",82.00,1,1,"2024-05-03T01:00:00.0000000"
332,383,"43E-10332","VinFast","VF 9",92.00,1,1,"2024-05-04T01:00:00.0000000"
333,384,"61E-10333","Tesla","Model 3",75.00,3,1,"2024-05-05T01:00:00.0000000"
334,385,"15E-10334","Hyundai","Ioniq 5",72.60,3,1,"2024-05-06T01:00:00.0000000"
335,386,"60E-10335","Kia","EV6",77.40,1,1,"2024-05-07T01:00:00.0000000"
336,387,"65E-10336","BYD","Atto 3",60.50,1,1,"2024-05-08T01:00:00.0000000"
337,388,"72E-10337","MG","MG4 Electric",64.00,1,1,"2024-05-09T01:00:00.0000000"
338,389,"79E-10338","Porsche","Taycan",93.40,1,1,"2024-05-10T01:00:00.0000000"
339,390,"29E-10339","Volvo","XC40 Recharge",78.00,1,1,"2024-05-11T01:00:00.0000000"
340,391,"51E-10340","VinFast","VF e34",42.00,1,1,"2024-05-12T01:00:00.0000000"
341,392,"30E-10341","VinFast","VF 8",82.00,1,1,"2024-05-13T01:00:00.0000000"
342,393,"43E-10342","VinFast","VF 9",92.00,3,1,"2024-05-14T01:00:00.0000000"
343,394,"61E-10343","Tesla","Model 3",75.00,3,1,"2024-05-15T01:00:00.0000000"
344,395,"15E-10344","Hyundai","Ioniq 5",72.60,1,1,"2024-05-16T01:00:00.0000000"
345,396,"60E-10345","Kia","EV6",77.40,1,1,"2024-05-17T01:00:00.0000000"
346,397,"65E-10346","BYD","Atto 3",60.50,1,1,"2024-05-18T01:00:00.0000000"
347,398,"72E-10347","MG","MG4 Electric",64.00,1,1,"2024-05-19T01:00:00.0000000"
348,399,"79E-10348","Porsche","Taycan",93.40,1,1,"2024-05-20T01:00:00.0000000"
349,400,"29E-10349","Volvo","XC40 Recharge",78.00,1,1,"2024-05-21T01:00:00.0000000"
350,401,"51E-10350","VinFast","VF e34",42.00,1,1,"2024-05-22T01:00:00.0000000"
351,402,"30E-10351","VinFast","VF 8",82.00,3,1,"2024-05-23T01:00:00.0000000"
352,403,"43E-10352","VinFast","VF 9",92.00,3,1,"2024-05-24T01:00:00.0000000"
353,404,"61E-10353","Tesla","Model 3",75.00,1,1,"2024-05-25T01:00:00.0000000"
354,405,"15E-10354","Hyundai","Ioniq 5",72.60,1,1,"2024-05-26T01:00:00.0000000"
355,406,"60E-10355","Kia","EV6",77.40,1,1,"2024-05-27T01:00:00.0000000"
356,407,"65E-10356","BYD","Atto 3",60.50,1,1,"2024-05-28T01:00:00.0000000"
357,408,"72E-10357","MG","MG4 Electric",64.00,1,1,"2024-05-29T01:00:00.0000000"
358,409,"79E-10358","Porsche","Taycan",93.40,1,1,"2024-05-30T01:00:00.0000000"
359,410,"29E-10359","Volvo","XC40 Recharge",78.00,1,1,"2024-05-31T01:00:00.0000000"
360,411,"51E-10360","VinFast","VF e34",42.00,3,1,"2023-12-04T01:00:00.0000000"
361,412,"30E-10361","VinFast","VF 8",82.00,3,1,"2023-12-05T01:00:00.0000000"
362,413,"43E-10362","VinFast","VF 9",92.00,1,1,"2023-12-06T01:00:00.0000000"
363,414,"61E-10363","Tesla","Model 3",75.00,1,1,"2023-12-07T01:00:00.0000000"
364,415,"15E-10364","Hyundai","Ioniq 5",72.60,1,1,"2023-12-08T01:00:00.0000000"
365,416,"60E-10365","Kia","EV6",77.40,1,1,"2023-12-09T01:00:00.0000000"
366,417,"65E-10366","BYD","Atto 3",60.50,1,1,"2023-12-10T01:00:00.0000000"
367,418,"72E-10367","MG","MG4 Electric",64.00,1,1,"2023-12-11T01:00:00.0000000"
368,419,"79E-10368","Porsche","Taycan",93.40,1,1,"2023-12-12T01:00:00.0000000"
369,420,"29E-10369","Volvo","XC40 Recharge",78.00,3,1,"2023-12-13T01:00:00.0000000"
370,421,"51E-10370","VinFast","VF e34",42.00,3,1,"2023-12-14T01:00:00.0000000"
371,422,"30E-10371","VinFast","VF 8",82.00,1,1,"2023-12-15T01:00:00.0000000"
372,423,"43E-10372","VinFast","VF 9",92.00,1,1,"2023-12-16T01:00:00.0000000"
373,424,"61E-10373","Tesla","Model 3",75.00,1,1,"2023-12-17T01:00:00.0000000"
374,425,"15E-10374","Hyundai","Ioniq 5",72.60,1,1,"2023-12-18T01:00:00.0000000"
375,426,"60E-10375","Kia","EV6",77.40,1,1,"2023-12-19T01:00:00.0000000"
376,427,"65E-10376","BYD","Atto 3",60.50,1,1,"2023-12-20T01:00:00.0000000"
377,428,"72E-10377","MG","MG4 Electric",64.00,1,1,"2023-12-21T01:00:00.0000000"
378,429,"79E-10378","Porsche","Taycan",93.40,3,1,"2023-12-22T01:00:00.0000000"
379,430,"29E-10379","Volvo","XC40 Recharge",78.00,3,1,"2023-12-23T01:00:00.0000000"
380,431,"51E-10380","VinFast","VF e34",42.00,1,1,"2023-12-24T01:00:00.0000000"
381,432,"30E-10381","VinFast","VF 8",82.00,1,1,"2023-12-25T01:00:00.0000000"
382,433,"43E-10382","VinFast","VF 9",92.00,1,1,"2023-12-26T01:00:00.0000000"
383,434,"61E-10383","Tesla","Model 3",75.00,1,1,"2023-12-27T01:00:00.0000000"
384,435,"15E-10384","Hyundai","Ioniq 5",72.60,1,1,"2023-12-28T01:00:00.0000000"
385,436,"60E-10385","Kia","EV6",77.40,1,1,"2023-12-29T01:00:00.0000000"
386,437,"65E-10386","BYD","Atto 3",60.50,1,1,"2023-12-30T01:00:00.0000000"
387,438,"72E-10387","MG","MG4 Electric",64.00,3,1,"2023-12-31T01:00:00.0000000"
388,439,"79E-10388","Porsche","Taycan",93.40,3,1,"2024-01-01T01:00:00.0000000"
389,440,"29E-10389","Volvo","XC40 Recharge",78.00,1,1,"2024-01-02T01:00:00.0000000"
390,441,"51E-10390","VinFast","VF e34",42.00,1,1,"2024-01-03T01:00:00.0000000"
391,442,"30E-10391","VinFast","VF 8",82.00,1,1,"2024-01-04T01:00:00.0000000"
392,443,"43E-10392","VinFast","VF 9",92.00,1,1,"2024-01-05T01:00:00.0000000"
393,444,"61E-10393","Tesla","Model 3",75.00,1,1,"2024-01-06T01:00:00.0000000"
394,445,"15E-10394","Hyundai","Ioniq 5",72.60,1,1,"2024-01-07T01:00:00.0000000"
395,446,"60E-10395","Kia","EV6",77.40,1,1,"2024-01-08T01:00:00.0000000"
396,447,"65E-10396","BYD","Atto 3",60.50,3,1,"2024-01-09T01:00:00.0000000"
397,448,"72E-10397","MG","MG4 Electric",64.00,3,1,"2024-01-10T01:00:00.0000000"
398,449,"79E-10398","Porsche","Taycan",93.40,1,1,"2024-01-11T01:00:00.0000000"
399,450,"29E-10399","Volvo","XC40 Recharge",78.00,1,1,"2024-01-12T01:00:00.0000000"
400,451,"51E-10400","VinFast","VF e34",42.00,1,1,"2024-01-13T01:00:00.0000000"
401,452,"30E-10401","VinFast","VF 8",82.00,1,1,"2024-01-14T01:00:00.0000000"
402,453,"43E-10402","VinFast","VF 9",92.00,1,1,"2024-01-15T01:00:00.0000000"
403,454,"61E-10403","Tesla","Model 3",75.00,1,1,"2024-01-16T01:00:00.0000000"
404,455,"15E-10404","Hyundai","Ioniq 5",72.60,1,1,"2024-01-17T01:00:00.0000000"
405,456,"60E-10405","Kia","EV6",77.40,3,1,"2024-01-18T01:00:00.0000000"
406,457,"65E-10406","BYD","Atto 3",60.50,3,1,"2024-01-19T01:00:00.0000000"
407,458,"72E-10407","MG","MG4 Electric",64.00,1,1,"2024-01-20T01:00:00.0000000"
408,459,"79E-10408","Porsche","Taycan",93.40,1,1,"2024-01-21T01:00:00.0000000"
409,460,"29E-10409","Volvo","XC40 Recharge",78.00,1,1,"2024-01-22T01:00:00.0000000"
410,461,"51E-10410","VinFast","VF e34",42.00,1,1,"2024-01-23T01:00:00.0000000"
411,462,"30E-10411","VinFast","VF 8",82.00,1,1,"2024-01-24T01:00:00.0000000"
412,463,"43E-10412","VinFast","VF 9",92.00,1,1,"2024-01-25T01:00:00.0000000"
413,464,"61E-10413","Tesla","Model 3",75.00,1,1,"2024-01-26T01:00:00.0000000"
414,465,"15E-10414","Hyundai","Ioniq 5",72.60,3,1,"2024-01-27T01:00:00.0000000"
415,466,"60E-10415","Kia","EV6",77.40,3,1,"2024-01-28T01:00:00.0000000"
416,467,"65E-10416","BYD","Atto 3",60.50,1,1,"2024-01-29T01:00:00.0000000"
417,468,"72E-10417","MG","MG4 Electric",64.00,1,1,"2024-01-30T01:00:00.0000000"
418,469,"79E-10418","Porsche","Taycan",93.40,1,1,"2024-01-31T01:00:00.0000000"
419,470,"29E-10419","Volvo","XC40 Recharge",78.00,1,1,"2024-02-01T01:00:00.0000000"
420,471,"51E-10420","VinFast","VF e34",42.00,1,1,"2024-02-02T01:00:00.0000000"
421,472,"30E-10421","VinFast","VF 8",82.00,1,1,"2024-02-03T01:00:00.0000000"
422,473,"43E-10422","VinFast","VF 9",92.00,1,1,"2024-02-04T01:00:00.0000000"
423,474,"61E-10423","Tesla","Model 3",75.00,3,1,"2024-02-05T01:00:00.0000000"
424,475,"15E-10424","Hyundai","Ioniq 5",72.60,3,1,"2024-02-06T01:00:00.0000000"
425,476,"60E-10425","Kia","EV6",77.40,1,1,"2024-02-07T01:00:00.0000000"
426,477,"65E-10426","BYD","Atto 3",60.50,1,1,"2024-02-08T01:00:00.0000000"
427,478,"72E-10427","MG","MG4 Electric",64.00,1,1,"2024-02-09T01:00:00.0000000"
428,479,"79E-10428","Porsche","Taycan",93.40,1,1,"2024-02-10T01:00:00.0000000"
429,480,"29E-10429","Volvo","XC40 Recharge",78.00,1,1,"2024-02-11T01:00:00.0000000"
430,481,"51E-10430","VinFast","VF e34",42.00,1,1,"2024-02-12T01:00:00.0000000"
431,482,"30E-10431","VinFast","VF 8",82.00,1,1,"2024-02-13T01:00:00.0000000"
432,483,"43E-10432","VinFast","VF 9",92.00,3,1,"2024-02-14T01:00:00.0000000"
433,484,"61E-10433","Tesla","Model 3",75.00,3,1,"2024-02-15T01:00:00.0000000"
434,485,"15E-10434","Hyundai","Ioniq 5",72.60,1,1,"2024-02-16T01:00:00.0000000"
435,486,"60E-10435","Kia","EV6",77.40,1,1,"2024-02-17T01:00:00.0000000"
436,487,"65E-10436","BYD","Atto 3",60.50,1,1,"2024-02-18T01:00:00.0000000"
437,488,"72E-10437","MG","MG4 Electric",64.00,1,1,"2024-02-19T01:00:00.0000000"
438,489,"79E-10438","Porsche","Taycan",93.40,1,1,"2024-02-20T01:00:00.0000000"
439,490,"29E-10439","Volvo","XC40 Recharge",78.00,1,1,"2024-02-21T01:00:00.0000000"
440,491,"51E-10440","VinFast","VF e34",42.00,1,1,"2024-02-22T01:00:00.0000000"
441,492,"30E-10441","VinFast","VF 8",82.00,3,1,"2024-02-23T01:00:00.0000000"
442,493,"43E-10442","VinFast","VF 9",92.00,3,1,"2024-02-24T01:00:00.0000000"
443,494,"61E-10443","Tesla","Model 3",75.00,1,1,"2024-02-25T01:00:00.0000000"
444,495,"15E-10444","Hyundai","Ioniq 5",72.60,1,1,"2024-02-26T01:00:00.0000000"
445,496,"60E-10445","Kia","EV6",77.40,1,1,"2024-02-27T01:00:00.0000000"
446,497,"65E-10446","BYD","Atto 3",60.50,1,1,"2024-02-28T01:00:00.0000000"
447,498,"72E-10447","MG","MG4 Electric",64.00,1,1,"2024-02-29T01:00:00.0000000"
448,499,"79E-10448","Porsche","Taycan",93.40,1,1,"2024-03-01T01:00:00.0000000"
449,500,"29E-10449","Volvo","XC40 Recharge",78.00,1,1,"2024-03-02T01:00:00.0000000"
450,501,"51E-10450","VinFast","VF e34",42.00,3,1,"2024-03-03T01:00:00.0000000"
451,502,"30E-10451","VinFast","VF 8",82.00,3,1,"2024-03-04T01:00:00.0000000"
452,503,"43E-10452","VinFast","VF 9",92.00,1,1,"2024-03-05T01:00:00.0000000"
453,504,"61E-10453","Tesla","Model 3",75.00,1,1,"2024-03-06T01:00:00.0000000"
454,505,"15E-10454","Hyundai","Ioniq 5",72.60,1,1,"2024-03-07T01:00:00.0000000"
455,506,"60E-10455","Kia","EV6",77.40,1,1,"2024-03-08T01:00:00.0000000"
456,507,"65E-10456","BYD","Atto 3",60.50,1,1,"2024-03-09T01:00:00.0000000"
457,508,"72E-10457","MG","MG4 Electric",64.00,1,1,"2024-03-10T01:00:00.0000000"
458,509,"79E-10458","Porsche","Taycan",93.40,1,1,"2024-03-11T01:00:00.0000000"
459,510,"29E-10459","Volvo","XC40 Recharge",78.00,3,1,"2024-03-12T01:00:00.0000000"
460,511,"51E-10460","VinFast","VF e34",42.00,3,1,"2024-03-13T01:00:00.0000000"
461,512,"30E-10461","VinFast","VF 8",82.00,1,1,"2024-03-14T01:00:00.0000000"
462,513,"43E-10462","VinFast","VF 9",92.00,1,1,"2024-03-15T01:00:00.0000000"
463,514,"61E-10463","Tesla","Model 3",75.00,1,1,"2024-03-16T01:00:00.0000000"
464,515,"15E-10464","Hyundai","Ioniq 5",72.60,1,1,"2024-03-17T01:00:00.0000000"
465,516,"60E-10465","Kia","EV6",77.40,1,1,"2024-03-18T01:00:00.0000000"
466,517,"65E-10466","BYD","Atto 3",60.50,1,1,"2024-03-19T01:00:00.0000000"
467,518,"72E-10467","MG","MG4 Electric",64.00,1,1,"2024-03-20T01:00:00.0000000"
468,519,"79E-10468","Porsche","Taycan",93.40,3,1,"2024-03-21T01:00:00.0000000"
469,520,"29E-10469","Volvo","XC40 Recharge",78.00,3,1,"2024-03-22T01:00:00.0000000"
470,521,"51E-10470","VinFast","VF e34",42.00,1,1,"2024-03-23T01:00:00.0000000"
471,522,"30E-10471","VinFast","VF 8",82.00,1,1,"2024-03-24T01:00:00.0000000"
472,523,"43E-10472","VinFast","VF 9",92.00,1,1,"2024-03-25T01:00:00.0000000"
473,524,"61E-10473","Tesla","Model 3",75.00,1,1,"2024-03-26T01:00:00.0000000"
474,525,"15E-10474","Hyundai","Ioniq 5",72.60,1,1,"2024-03-27T01:00:00.0000000"
475,526,"60E-10475","Kia","EV6",77.40,1,1,"2024-03-28T01:00:00.0000000"
476,527,"65E-10476","BYD","Atto 3",60.50,1,1,"2024-03-29T01:00:00.0000000"
477,528,"72E-10477","MG","MG4 Electric",64.00,3,1,"2024-03-30T01:00:00.0000000"
478,529,"79E-10478","Porsche","Taycan",93.40,3,1,"2024-03-31T01:00:00.0000000"
479,530,"29E-10479","Volvo","XC40 Recharge",78.00,1,1,"2024-04-01T01:00:00.0000000"
480,531,"51E-10480","VinFast","VF e34",42.00,1,1,"2024-04-02T01:00:00.0000000"
481,532,"30E-10481","VinFast","VF 8",82.00,1,1,"2024-04-03T01:00:00.0000000"
482,533,"43E-10482","VinFast","VF 9",92.00,1,1,"2024-04-04T01:00:00.0000000"
483,534,"61E-10483","Tesla","Model 3",75.00,1,1,"2024-04-05T01:00:00.0000000"
484,535,"15E-10484","Hyundai","Ioniq 5",72.60,1,1,"2024-04-06T01:00:00.0000000"
485,536,"60E-10485","Kia","EV6",77.40,1,1,"2024-04-07T01:00:00.0000000"
486,537,"65E-10486","BYD","Atto 3",60.50,3,1,"2024-04-08T01:00:00.0000000"
487,538,"72E-10487","MG","MG4 Electric",64.00,3,1,"2024-04-09T01:00:00.0000000"
488,539,"79E-10488","Porsche","Taycan",93.40,1,1,"2024-04-10T01:00:00.0000000"
489,540,"29E-10489","Volvo","XC40 Recharge",78.00,1,1,"2024-04-11T01:00:00.0000000"
490,541,"51E-10490","VinFast","VF e34",42.00,1,1,"2024-04-12T01:00:00.0000000"
491,542,"30E-10491","VinFast","VF 8",82.00,1,1,"2024-04-13T01:00:00.0000000"
492,543,"43E-10492","VinFast","VF 9",92.00,1,1,"2024-04-14T01:00:00.0000000"
493,544,"61E-10493","Tesla","Model 3",75.00,1,1,"2024-04-15T01:00:00.0000000"
494,545,"15E-10494","Hyundai","Ioniq 5",72.60,1,1,"2024-04-16T01:00:00.0000000"
495,546,"60E-10495","Kia","EV6",77.40,3,1,"2024-04-17T01:00:00.0000000"
496,547,"65E-10496","BYD","Atto 3",60.50,3,1,"2024-04-18T01:00:00.0000000"
497,548,"72E-10497","MG","MG4 Electric",64.00,1,1,"2024-04-19T01:00:00.0000000"
498,549,"79E-10498","Porsche","Taycan",93.40,1,1,"2024-04-20T01:00:00.0000000"
499,550,"29E-10499","Volvo","XC40 Recharge",78.00,1,1,"2024-04-21T01:00:00.0000000"
500,551,"51E-10500","VinFast","VF e34",42.00,1,1,"2024-04-22T01:00:00.0000000"
501,54,"61E-60003","Tesla","Model Y",78.00,1,1,"2024-01-09T00:00:00.0000000"
502,57,"51E-60006","VinFast","VF e34",42.00,1,1,"2024-01-15T00:00:00.0000000"
503,60,"61E-60009","Tesla","Model Y",78.00,1,1,"2024-01-21T00:00:00.0000000"
504,63,"51E-60012","VinFast","VF e34",42.00,1,1,"2024-01-27T00:00:00.0000000"
505,66,"61E-60015","Tesla","Model Y",78.00,1,1,"2024-02-02T00:00:00.0000000"
506,69,"51E-60018","VinFast","VF e34",42.00,1,1,"2024-02-08T00:00:00.0000000"
507,72,"61E-60021","Tesla","Model Y",78.00,1,1,"2024-02-14T00:00:00.0000000"
508,75,"51E-60024","VinFast","VF e34",42.00,1,1,"2024-02-20T00:00:00.0000000"
509,78,"61E-60027","Tesla","Model Y",78.00,1,1,"2024-02-26T00:00:00.0000000"
510,81,"51E-60030","VinFast","VF e34",42.00,1,1,"2024-03-03T00:00:00.0000000"
511,84,"61E-60033","Tesla","Model Y",78.00,1,1,"2024-03-09T00:00:00.0000000"
512,87,"51E-60036","VinFast","VF e34",42.00,1,1,"2024-03-15T00:00:00.0000000"
513,90,"61E-60039","Tesla","Model Y",78.00,1,1,"2024-03-21T00:00:00.0000000"
514,93,"51E-60042","VinFast","VF e34",42.00,1,1,"2024-03-27T00:00:00.0000000"
515,96,"61E-60045","Tesla","Model Y",78.00,1,1,"2024-02-17T00:00:00.0000000"
516,99,"51E-60048","VinFast","VF e34",42.00,1,1,"2024-02-23T00:00:00.0000000"
517,102,"61E-60051","Tesla","Model Y",78.00,1,1,"2024-02-29T00:00:00.0000000"
518,105,"51E-60054","VinFast","VF e34",42.00,1,1,"2024-03-06T00:00:00.0000000"
519,108,"61E-60057","Tesla","Model Y",78.00,1,1,"2024-03-12T00:00:00.0000000"
520,111,"51E-60060","VinFast","VF e34",42.00,1,1,"2024-03-18T00:00:00.0000000"
521,114,"61E-60063","Tesla","Model Y",78.00,1,1,"2024-03-24T00:00:00.0000000"
522,117,"51E-60066","VinFast","VF e34",42.00,1,1,"2024-03-30T00:00:00.0000000"
523,120,"61E-60069","Tesla","Model Y",78.00,1,1,"2024-04-05T00:00:00.0000000"
524,123,"51E-60072","VinFast","VF e34",42.00,1,1,"2024-04-11T00:00:00.0000000"
525,126,"61E-60075","Tesla","Model Y",78.00,1,1,"2024-04-17T00:00:00.0000000"
526,129,"51E-60078","VinFast","VF e34",42.00,1,1,"2024-04-23T00:00:00.0000000"
527,132,"61E-60081","Tesla","Model Y",78.00,1,1,"2024-04-29T00:00:00.0000000"
528,135,"51E-60084","VinFast","VF e34",42.00,1,1,"2024-05-05T00:00:00.0000000"
529,138,"61E-60087","Tesla","Model Y",78.00,1,1,"2024-05-11T00:00:00.0000000"
530,141,"51E-60090","VinFast","VF e34",42.00,1,1,"2024-04-02T00:00:00.0000000"
531,144,"61E-60093","Tesla","Model Y",78.00,1,1,"2024-04-08T00:00:00.0000000"
532,147,"51E-60096","VinFast","VF e34",42.00,1,1,"2024-04-14T00:00:00.0000000"
533,150,"61E-60099","Tesla","Model Y",78.00,1,1,"2024-04-20T00:00:00.0000000"
534,153,"51E-60102","VinFast","VF e34",42.00,1,1,"2024-04-26T00:00:00.0000000"
535,156,"61E-60105","Tesla","Model Y",78.00,1,1,"2024-05-02T00:00:00.0000000"
536,159,"51E-60108","VinFast","VF e34",42.00,1,1,"2024-05-08T00:00:00.0000000"
537,162,"61E-60111","Tesla","Model Y",78.00,1,1,"2024-05-14T00:00:00.0000000"
538,165,"51E-60114","VinFast","VF e34",42.00,1,1,"2024-05-20T00:00:00.0000000"
539,168,"61E-60117","Tesla","Model Y",78.00,1,1,"2024-05-26T00:00:00.0000000"
540,171,"51E-60120","VinFast","VF e34",42.00,1,1,"2024-06-01T00:00:00.0000000"
541,174,"61E-60123","Tesla","Model Y",78.00,1,1,"2024-06-07T00:00:00.0000000"
542,177,"51E-60126","VinFast","VF e34",42.00,1,1,"2024-06-13T00:00:00.0000000"
543,180,"61E-60129","Tesla","Model Y",78.00,1,1,"2024-06-19T00:00:00.0000000"
544,183,"51E-60132","VinFast","VF e34",42.00,1,1,"2024-06-25T00:00:00.0000000"
545,186,"61E-60135","Tesla","Model Y",78.00,1,1,"2024-05-17T00:00:00.0000000"
546,189,"51E-60138","VinFast","VF e34",42.00,1,1,"2024-05-23T00:00:00.0000000"
547,192,"61E-60141","Tesla","Model Y",78.00,1,1,"2024-05-29T00:00:00.0000000"
548,195,"51E-60144","VinFast","VF e34",42.00,1,1,"2024-06-04T00:00:00.0000000"
549,198,"61E-60147","Tesla","Model Y",78.00,1,1,"2024-06-10T00:00:00.0000000"
550,201,"51E-60150","VinFast","VF e34",42.00,1,1,"2024-06-16T00:00:00.0000000"
551,204,"61E-60153","Tesla","Model Y",78.00,1,1,"2024-06-22T00:00:00.0000000"
552,207,"51E-60156","VinFast","VF e34",42.00,1,1,"2024-06-28T00:00:00.0000000"
553,210,"61E-60159","Tesla","Model Y",78.00,1,1,"2024-07-04T00:00:00.0000000"
554,213,"51E-60162","VinFast","VF e34",42.00,1,1,"2024-07-10T00:00:00.0000000"
555,216,"61E-60165","Tesla","Model Y",78.00,1,1,"2024-07-16T00:00:00.0000000"
556,219,"51E-60168","VinFast","VF e34",42.00,1,1,"2024-07-22T00:00:00.0000000"
557,222,"61E-60171","Tesla","Model Y",78.00,1,1,"2024-07-28T00:00:00.0000000"
558,225,"51E-60174","VinFast","VF e34",42.00,1,1,"2024-08-03T00:00:00.0000000"
559,228,"61E-60177","Tesla","Model Y",78.00,1,1,"2024-08-09T00:00:00.0000000"
560,231,"51E-60180","VinFast","VF e34",42.00,1,1,"2024-01-03T00:00:00.0000000"
561,234,"61E-60183","Tesla","Model Y",78.00,1,1,"2024-01-09T00:00:00.0000000"
562,237,"51E-60186","VinFast","VF e34",42.00,1,1,"2024-01-15T00:00:00.0000000"
563,240,"61E-60189","Tesla","Model Y",78.00,1,1,"2024-01-21T00:00:00.0000000"
564,243,"51E-60192","VinFast","VF e34",42.00,1,1,"2024-01-27T00:00:00.0000000"
565,246,"61E-60195","Tesla","Model Y",78.00,1,1,"2024-02-02T00:00:00.0000000"
566,249,"51E-60198","VinFast","VF e34",42.00,1,1,"2024-02-08T00:00:00.0000000"
567,252,"61E-60201","Tesla","Model Y",78.00,1,1,"2024-02-14T00:00:00.0000000"
568,255,"51E-60204","VinFast","VF e34",42.00,1,1,"2024-02-20T00:00:00.0000000"
569,258,"61E-60207","Tesla","Model Y",78.00,1,1,"2024-02-26T00:00:00.0000000"
570,261,"51E-60210","VinFast","VF e34",42.00,1,1,"2024-03-03T00:00:00.0000000"
571,264,"61E-60213","Tesla","Model Y",78.00,1,1,"2024-03-09T00:00:00.0000000"
572,267,"51E-60216","VinFast","VF e34",42.00,1,1,"2024-03-15T00:00:00.0000000"
