PointID,PointCode,StationID,ConnectorTypeID,PowerKW,SerialNumber,PointStatus,HealthStatus,CreatedAt,UpdatedAt
247,"ST-033-P02",53,3,22.00,"SN-ST-033-P02","Available","Normal","2026-06-01T22:27:39.7909872",
248,"ST-033-P03",53,1,150.00,"SN-ST-033-P03","Available","Normal","2026-06-01T22:27:39.7909872",
249,"ST-033-P04",53,1,150.00,"SN-ST-033-P04","Available","Normal","2026-06-01T22:27:39.7909872",
250,"ST-033-P05",53,2,60.00,"SN-ST-033-P05","Available","Normal","2026-06-01T22:27:39.7909872",
251,"ST-030-P01",59,3,22.00,"SN-ST-030-P01","Available","Normal","2026-06-01T22:27:39.7909872",
252,"ST-030-P02",59,1,150.00,"SN-ST-030-P02","Available","Normal","2026-06-01T22:27:39.7909872",
253,"ST-030-P03",59,1,150.00,"SN-ST-030-P03","Available","Normal","2026-06-01T22:27:39.7909872",
254,"ST-030-P04",59,2,60.00,"SN-ST-030-P04","Available","Normal","2026-06-01T22:27:39.7909872",
255,"ST-030-P05",59,4,120.00,"SN-ST-030-P05","Available","Normal","2026-06-01T22:27:39.7909872",
256,"ST-003-P01",68,4,120.00,"SN-ST-003-P01","Available","Normal","2026-06-01T22:27:39.7909872",
257,"ST-003-P02",68,3,22.00,"SN-ST-003-P02","Available","Normal","2026-06-01T22:27:39.7909872",
258,"ST-003-P03",68,1,150.00,"SN-ST-003-P03","Available","Normal","2026-06-01T22:27:39.7909872",
259,"ST-003-P04",68,1,150.00,"SN-ST-003-P04","Available","Normal","2026-06-01T22:27:39.7909872",
260,"ST-003-P05",68,2,60.00,"SN-ST-003-P05","Available","Normal","2026-06-01T22:27:39.7909872",
261,"ST-036-P01",74,3,22.00,"SN-ST-036-P01","Available","Normal","2026-06-01T22:27:39.7909872",
262,"ST-036-P02",74,1,150.00,"SN-ST-036-P02","Available","Normal","2026-06-01T22:27:39.7909872",
263,"ST-036-P03",74,1,150.00,"SN-ST-036-P03","Available","Normal","2026-06-01T22:27:39.7909872",
264,"ST-036-P04",74,2,60.00,"SN-ST-036-P04","Available","Normal","2026-06-01T22:27:39.7909872",
265,"ST-036-P05",74,4,120.00,"SN-ST-036-P05","Available","Normal","2026-06-01T22:27:39.7909872",
266,"ST-006-P01",80,1,150.00,"SN-ST-006-P01","Available","Normal","2026-06-01T22:27:39.7909872",
267,"ST-006-P02",80,1,150.00,"SN-ST-006-P02","Available","Normal","2026-06-01T22:27:39.7909872",
268,"ST-006-P03",80,2,60.00,"SN-ST-006-P03","Available","Normal","2026-06-01T22:27:39.7909872",
269,"ST-006-P04",80,4,120.00,"SN-ST-006-P04","Available","Normal","2026-06-01T22:27:39.7909872",
270,"ST-006-P05",80,3,22.00,"SN-ST-006-P05","Maintenance","Warning","2026-06-01T22:27:39.7909872",
271,"ST-009-P01",89,3,22.00,"SN-ST-009-P01","Available","Normal","2026-06-01T22:27:39.7909872",
272,"ST-009-P02",89,1,150.00,"SN-ST-009-P02","Available","Normal","2026-06-01T22:27:39.7909872",
273,"ST-009-P03",89,1,150.00,"SN-ST-009-P03","Available","Normal","2026-06-01T22:27:39.7909872",
274,"ST-009-P04",89,2,60.00,"SN-ST-009-P04","Available","Normal","2026-06-01T22:27:39.7909872",
275,"ST-009-P05",89,4,120.00,"SN-ST-009-P05","Available","Normal","2026-06-01T22:27:39.7909872",
276,"ST-012-P01",98,4,120.00,"SN-ST-012-P01","Available","Normal","2026-06-01T22:27:39.7909872",
277,"ST-012-P02",98,3,22.00,"SN-ST-012-P02","Available","Normal","2026-06-01T22:27:39.7909872",
278,"ST-012-P03",98,1,150.00,"SN-ST-012-P03","Available","Normal","2026-06-01T22:27:39.7909872",
279,"ST-012-P04",98,1,150.00,"SN-ST-012-P04","Available","Normal","2026-06-01T22:27:39.7909872",
280,"ST-012-P05",98,2,60.00,"SN-ST-012-P05","Available","Normal","2026-06-01T22:27:39.7909872",
