"VehicleID","UserID","PlateNumber","Brand","Model","BatteryCapacityKWh","PreferredConnectorTypeID","IsActive","CreatedAt"
"298","349","79E-10298","Porsche","Taycan","93.40","3","True","3/31/2024 1:00:00 AM"
"299","350","29E-10299","Volvo","XC40 Recharge","78.00","1","True","4/1/2024 1:00:00 AM"
"300","351","51E-10300","VinFast","VF e34","42.00","1","True","4/2/2024 1:00:00 AM"
"301","352","30E-10301","VinFast","VF 8","82.00","1","True","4/3/2024 1:00:00 AM"
"302","353","43E-10302","VinFast","VF 9","92.00","1","True","4/4/2024 1:00:00 AM"
"303","354","61E-10303","Tesla","Model 3","75.00","1","True","4/5/2024 1:00:00 AM"
"304","355","15E-10304","Hyundai","Ioniq 5","72.60","1","True","4/6/2024 1:00:00 AM"
"305","356","60E-10305","Kia","EV6","77.40","1","True","4/7/2024 1:00:00 AM"
"306","357","65E-10306","BYD","Atto 3","60.50","3","True","4/8/2024 1:00:00 AM"
"307","358","72E-10307","MG","MG4 Electric","64.00","3","True","4/9/2024 1:00:00 AM"
"308","359","79E-10308","Porsche","Taycan","93.40","1","True","4/10/2024 1:00:00 AM"
"309","360","29E-10309","Volvo","XC40 Recharge","78.00","1","True","4/11/2024 1:00:00 AM"
"310","361","51E-10310","VinFast","VF e34","42.00","1","True","4/12/2024 1:00:00 AM"
"311","362","30E-10311","VinFast","VF 8","82.00","1","True","4/13/2024 1:00:00 AM"
"312","363","43E-10312","VinFast","VF 9","92.00","1","True","4/14/2024 1:00:00 AM"
"313","364","61E-10313","Tesla","Model 3","75.00","1","True","4/15/2024 1:00:00 AM"
"314","365","15E-10314","Hyundai","Ioniq 5","72.60","1","True","4/16/2024 1:00:00 AM"
"315","366","60E-10315","Kia","EV6","77.40","3","True","4/17/2024 1:00:00 AM"
"316","367","65E-10316","BYD","Atto 3","60.50","3","True","4/18/2024 1:00:00 AM"
"317","368","72E-10317","MG","MG4 Electric","64.00","1","True","4/19/2024 1:00:00 AM"
"318","369","79E-10318","Porsche","Taycan","93.40","1","True","4/20/2024 1:00:00 AM"
"319","370","29E-10319","Volvo","XC40 Recharge","78.00","1","True","4/21/2024 1:00:00 AM"
"320","371","51E-10320","VinFast","VF e34","42.00","1","True","4/22/2024 1:00:00 AM"
"321","372","30E-10321","VinFast","VF 8","82.00","1","True","4/23/2024 1:00:00 AM"
"322","373","43E-10322","VinFast","VF 9","92.00","1","True","4/24/2024 1:00:00 AM"
"323","374","61E-10323","Tesla","Model 3","75.00","1","True","4/25/2024 1:00:00 AM"
"324","375","15E-10324","Hyundai","Ioniq 5","72.60","3","True","4/26/2024 1:00:00 AM"
"325","376","60E-10325","Kia","EV6","77.40","3","True","4/27/2024 1:00:00 AM"
"326","377","65E-10326","BYD","Atto 3","60.50","1","True","4/28/2024 1:00:00 AM"
"327","378","72E-10327","MG","MG4 Electric","64.00","1","True","4/29/2024 1:00:00 AM"
"328","379","79E-10328","Porsche","Taycan","93.40","1","True","4/30/2024 1:00:00 AM"
"329","380","29E-10329","Volvo","XC40 Recharge","78.00","1","True","5/1/2024 1:00:00 AM"
"330","381","51E-10330","VinFast","VF e34","42.00","1","True","5/2/2024 1:00:00 AM"
"331","382","30E-10331","VinFast","VF 8","82.00","1","True","5/3/2024 1:00:00 AM"
"332","383","43E-10332","VinFast","VF 9","92.00","1","True","5/4/2024 1:00:00 AM"
"333","384","61E-10333","Tesla","Model 3","75.00","3","True","5/5/2024 1:00:00 AM"
"334","385","15E-10334","Hyundai","Ioniq 5","72.60","3","True","5/6/2024 1:00:00 AM"
"335","386","60E-10335","Kia","EV6","77.40","1","True","5/7/2024 1:00:00 AM"
"336","387","65E-10336","BYD","Atto 3","60.50","1","True","5/8/2024 1:00:00 AM"
"337","388","72E-10337","MG","MG4 Electric","64.00","1","True","5/9/2024 1:00:00 AM"
"338","389","79E-10338","Porsche","Taycan","93.40","1","True","5/10/2024 1:00:00 AM"
"339","390","29E-10339","Volvo","XC40 Recharge","78.00","1","True","5/11/2024 1:00:00 AM"
"340","391","51E-10340","VinFast","VF e34","42.00","1","True","5/12/2024 1:00:00 AM"
"341","392","30E-10341","VinFast","VF 8","82.00","1","True","5/13/2024 1:00:00 AM"
"342","393","43E-10342","VinFast","VF 9","92.00","3","True","5/14/2024 1:00:00 AM"
"343","394","61E-10343","Tesla","Model 3","75.00","3","True","5/15/2024 1:00:00 AM"
"344","395","15E-10344","Hyundai","Ioniq 5","72.60","1","True","5/16/2024 1:00:00 AM"
"345","396","60E-10345","Kia","EV6","77.40","1","True","5/17/2024 1:00:00 AM"
"346","397","65E-10346","BYD","Atto 3","60.50","1","True","5/18/2024 1:00:00 AM"
"347","398","72E-10347","MG","MG4 Electric","64.00","1","True","5/19/2024 1:00:00 AM"
"348","399","79E-10348","Porsche","Taycan","93.40","1","True","5/20/2024 1:00:00 AM"
"349","400","29E-10349","Volvo","XC40 Recharge","78.00","1","True","5/21/2024 1:00:00 AM"
"350","401","51E-10350","VinFast","VF e34","42.00","1","True","5/22/2024 1:00:00 AM"
"351","402","30E-10351","VinFast","VF 8","82.00","3","True","5/23/2024 1:00:00 AM"
"352","403","43E-10352","VinFast","VF 9","92.00","3","True","5/24/2024 1:00:00 AM"
"353","404","61E-10353","Tesla","Model 3","75.00","1","True","5/25/2024 1:00:00 AM"
"354","405","15E-10354","Hyundai","Ioniq 5","72.60","1","True","5/26/2024 1:00:00 AM"
"355","406","60E-10355","Kia","EV6","77.40","1","True","5/27/2024 1:00:00 AM"
"356","407","65E-10356","BYD","Atto 3","60.50","1","True","5/28/2024 1:00:00 AM"
"357","408","72E-10357","MG","MG4 Electric","64.00","1","True","5/29/2024 1:00:00 AM"
"358","409","79E-10358","Porsche","Taycan","93.40","1","True","5/30/2024 1:00:00 AM"
"359","410","29E-10359","Volvo","XC40 Recharge","78.00","1","True","5/31/2024 1:00:00 AM"
"360","411","51E-10360","VinFast","VF e34","42.00","3","True","12/4/2023 1:00:00 AM"
"361","412","30E-10361","VinFast","VF 8","82.00","3","True","12/5/2023 1:00:00 AM"
"362","413","43E-10362","VinFast","VF 9","92.00","1","True","12/6/2023 1:00:00 AM"
"363","414","61E-10363","Tesla","Model 3","75.00","1","True","12/7/2023 1:00:00 AM"
"364","415","15E-10364","Hyundai","Ioniq 5","72.60","1","True","12/8/2023 1:00:00 AM"
"365","416","60E-10365","Kia","EV6","77.40","1","True","12/9/2023 1:00:00 AM"
"366","417","65E-10366","BYD","Atto 3","60.50","1","True","12/10/2023 1:00:00 AM"
"367","418","72E-10367","MG","MG4 Electric","64.00","1","True","12/11/2023 1:00:00 AM"
"368","419","79E-10368","Porsche","Taycan","93.40","1","True","12/12/2023 1:00:00 AM"
"369","420","29E-10369","Volvo","XC40 Recharge","78.00","3","True","12/13/2023 1:00:00 AM"
"370","421","51E-10370","VinFast","VF e34","42.00","3","True","12/14/2023 1:00:00 AM"
"371","422","30E-10371","VinFast","VF 8","82.00","1","True","12/15/2023 1:00:00 AM"
"372","423","43E-10372","VinFast","VF 9","92.00","1","True","12/16/2023 1:00:00 AM"
"373","424","61E-10373","Tesla","Model 3","75.00","1","True","12/17/2023 1:00:00 AM"
"374","425","15E-10374","Hyundai","Ioniq 5","72.60","1","True","12/18/2023 1:00:00 AM"
"375","426","60E-10375","Kia","EV6","77.40","1","True","12/19/2023 1:00:00 AM"
"376","427","65E-10376","BYD","Atto 3","60.50","1","True","12/20/2023 1:00:00 AM"
"377","428","72E-10377","MG","MG4 Electric","64.00","1","True","12/21/2023 1:00:00 AM"
"378","429","79E-10378","Porsche","Taycan","93.40","3","True","12/22/2023 1:00:00 AM"
"379","430","29E-10379","Volvo","XC40 Recharge","78.00","3","True","12/23/2023 1:00:00 AM"
"380","431","51E-10380","VinFast","VF e34","42.00","1","True","12/24/2023 1:00:00 AM"
"381","432","30E-10381","VinFast","VF 8","82.00","1","True","12/25/2023 1:00:00 AM"
"382","433","43E-10382","VinFast","VF 9","92.00","1","True","12/26/2023 1:00:00 AM"
"383","434","61E-10383","Tesla","Model 3","75.00","1","True","12/27/2023 1:00:00 AM"
"384","435","15E-10384","Hyundai","Ioniq 5","72.60","1","True","12/28/2023 1:00:00 AM"
"385","436","60E-10385","Kia","EV6","77.40","1","True","12/29/2023 1:00:00 AM"
"386","437","65E-10386","BYD","Atto 3","60.50","1","True","12/30/2023 1:00:00 AM"
"387","438","72E-10387","MG","MG4 Electric","64.00","3","True","12/31/2023 1:00:00 AM"
"388","439","79E-10388","Porsche","Taycan","93.40","3","True","1/1/2024 1:00:00 AM"
"389","440","29E-10389","Volvo","XC40 Recharge","78.00","1","True","1/2/2024 1:00:00 AM"
"390","441","51E-10390","VinFast","VF e34","42.00","1","True","1/3/2024 1:00:00 AM"
"391","442","30E-10391","VinFast","VF 8","82.00","1","True","1/4/2024 1:00:00 AM"
"392","443","43E-10392","VinFast","VF 9","92.00","1","True","1/5/2024 1:00:00 AM"
"393","444","61E-10393","Tesla","Model 3","75.00","1","True","1/6/2024 1:00:00 AM"
"394","445","15E-10394","Hyundai","Ioniq 5","72.60","1","True","1/7/2024 1:00:00 AM"
"395","446","60E-10395","Kia","EV6","77.40","1","True","1/8/2024 1:00:00 AM"
"396","447","65E-10396","BYD","Atto 3","60.50","3","True","1/9/2024 1:00:00 AM"
"397","448","72E-10397","MG","MG4 Electric","64.00","3","True","1/10/2024 1:00:00 AM"
"398","449","79E-10398","Porsche","Taycan","93.40","1","True","1/11/2024 1:00:00 AM"
"399","450","29E-10399","Volvo","XC40 Recharge","78.00","1","True","1/12/2024 1:00:00 AM"
"400","451","51E-10400","VinFast","VF e34","42.00","1","True","1/13/2024 1:00:00 AM"
"401","452","30E-10401","VinFast","VF 8","82.00","1","True","1/14/2024 1:00:00 AM"
"402","453","43E-10402","VinFast","VF 9","92.00","1","True","1/15/2024 1:00:00 AM"
"403","454","61E-10403","Tesla","Model 3","75.00","1","True","1/16/2024 1:00:00 AM"
"404","455","15E-10404","Hyundai","Ioniq 5","72.60","1","True","1/17/2024 1:00:00 AM"
"405","456","60E-10405","Kia","EV6","77.40","3","True","1/18/2024 1:00:00 AM"
"406","457","65E-10406","BYD","Atto 3","60.50","3","True","1/19/2024 1:00:00 AM"
"407","458","72E-10407","MG","MG4 Electric","64.00","1","True","1/20/2024 1:00:00 AM"
"408","459","79E-10408","Porsche","Taycan","93.40","1","True","1/21/2024 1:00:00 AM"
"409","460","29E-10409","Volvo","XC40 Recharge","78.00","1","True","1/22/2024 1:00:00 AM"
"410","461","51E-10410","VinFast","VF e34","42.00","1","True","1/23/2024 1:00:00 AM"
"411","462","30E-10411","VinFast","VF 8","82.00","1","True","1/24/2024 1:00:00 AM"
"412","463","43E-10412","VinFast","VF 9","92.00","1","True","1/25/2024 1:00:00 AM"
"413","464","61E-10413","Tesla","Model 3","75.00","1","True","1/26/2024 1:00:00 AM"
"414","465","15E-10414","Hyundai","Ioniq 5","72.60","3","True","1/27/2024 1:00:00 AM"
"415","466","60E-10415","Kia","EV6","77.40","3","True","1/28/2024 1:00:00 AM"
"416","467","65E-10416","BYD","Atto 3","60.50","1","True","1/29/2024 1:00:00 AM"
"417","468","72E-10417","MG","MG4 Electric","64.00","1","True","1/30/2024 1:00:00 AM"
"418","469","79E-10418","Porsche","Taycan","93.40","1","True","1/31/2024 1:00:00 AM"
"419","470","29E-10419","Volvo","XC40 Recharge","78.00","1","True","2/1/2024 1:00:00 AM"
"420","471","51E-10420","VinFast","VF e34","42.00","1","True","2/2/2024 1:00:00 AM"
"421","472","30E-10421","VinFast","VF 8","82.00","1","True","2/3/2024 1:00:00 AM"
"422","473","43E-10422","VinFast","VF 9","92.00","1","True","2/4/2024 1:00:00 AM"
"423","474","61E-10423","Tesla","Model 3","75.00","3","True","2/5/2024 1:00:00 AM"
"424","475","15E-10424","Hyundai","Ioniq 5","72.60","3","True","2/6/2024 1:00:00 AM"
"425","476","60E-10425","Kia","EV6","77.40","1","True","2/7/2024 1:00:00 AM"
"426","477","65E-10426","BYD","Atto 3","60.50","1","True","2/8/2024 1:00:00 AM"
"427","478","72E-10427","MG","MG4 Electric","64.00","1","True","2/9/2024 1:00:00 AM"
"428","479","79E-10428","Porsche","Taycan","93.40","1","True","2/10/2024 1:00:00 AM"
"429","480","29E-10429","Volvo","XC40 Recharge","78.00","1","True","2/11/2024 1:00:00 AM"
"430","481","51E-10430","VinFast","VF e34","42.00","1","True","2/12/2024 1:00:00 AM"
"431","482","30E-10431","VinFast","VF 8","82.00","1","True","2/13/2024 1:00:00 AM"
"432","483","43E-10432","VinFast","VF 9","92.00","3","True","2/14/2024 1:00:00 AM"
"433","484","61E-10433","Tesla","Model 3","75.00","3","True","2/15/2024 1:00:00 AM"
"434","485","15E-10434","Hyundai","Ioniq 5","72.60","1","True","2/16/2024 1:00:00 AM"
"435","486","60E-10435","Kia","EV6","77.40","1","True","2/17/2024 1:00:00 AM"
"436","487","65E-10436","BYD","Atto 3","60.50","1","True","2/18/2024 1:00:00 AM"
"437","488","72E-10437","MG","MG4 Electric","64.00","1","True","2/19/2024 1:00:00 AM"
"438","489","79E-10438","Porsche","Taycan","93.40","1","True","2/20/2024 1:00:00 AM"
"439","490","29E-10439","Volvo","XC40 Recharge","78.00","1","True","2/21/2024 1:00:00 AM"
"440","491","51E-10440","VinFast","VF e34","42.00","1","True","2/22/2024 1:00:00 AM"
"441","492","30E-10441","VinFast","VF 8","82.00","3","True","2/23/2024 1:00:00 AM"
"442","493","43E-10442","VinFast","VF 9","92.00","3","True","2/24/2024 1:00:00 AM"
"443","494","61E-10443","Tesla","Model 3","75.00","1","True","2/25/2024 1:00:00 AM"
"444","495","15E-10444","Hyundai","Ioniq 5","72.60","1","True","2/26/2024 1:00:00 AM"
"445","496","60E-10445","Kia","EV6","77.40","1","True","2/27/2024 1:00:00 AM"
"446","497","65E-10446","BYD","Atto 3","60.50","1","True","2/28/2024 1:00:00 AM"
"447","498","72E-10447","MG","MG4 Electric","64.00","1","True","2/29/2024 1:00:00 AM"
"448","499","79E-10448","Porsche","Taycan","93.40","1","True","3/1/2024 1:00:00 AM"
"449","500","29E-10449","Volvo","XC40 Recharge","78.00","1","True","3/2/2024 1:00:00 AM"
"450","501","51E-10450","VinFast","VF e34","42.00","3","True","3/3/2024 1:00:00 AM"
"451","502","30E-10451","VinFast","VF 8","82.00","3","True","3/4/2024 1:00:00 AM"
"452","503","43E-10452","VinFast","VF 9","92.00","1","True","3/5/2024 1:00:00 AM"
"453","504","61E-10453","Tesla","Model 3","75.00","1","True","3/6/2024 1:00:00 AM"
"454","505","15E-10454","Hyundai","Ioniq 5","72.60","1","True","3/7/2024 1:00:00 AM"
"455","506","60E-10455","Kia","EV6","77.40","1","True","3/8/2024 1:00:00 AM"
"456","507","65E-10456","BYD","Atto 3","60.50","1","True","3/9/2024 1:00:00 AM"
"457","508","72E-10457","MG","MG4 Electric","64.00","1","True","3/10/2024 1:00:00 AM"
"458","509","79E-10458","Porsche","Taycan","93.40","1","True","3/11/2024 1:00:00 AM"
"459","510","29E-10459","Volvo","XC40 Recharge","78.00","3","True","3/12/2024 1:00:00 AM"
"460","511","51E-10460","VinFast","VF e34","42.00","3","True","3/13/2024 1:00:00 AM"
"461","512","30E-10461","VinFast","VF 8","82.00","1","True","3/14/2024 1:00:00 AM"
"462","513","43E-10462","VinFast","VF 9","92.00","1","True","3/15/2024 1:00:00 AM"
"463","514","61E-10463","Tesla","Model 3","75.00","1","True","3/16/2024 1:00:00 AM"
"464","515","15E-10464","Hyundai","Ioniq 5","72.60","1","True","3/17/2024 1:00:00 AM"
"465","516","60E-10465","Kia","EV6","77.40","1","True","3/18/2024 1:00:00 AM"
"466","517","65E-10466","BYD","Atto 3","60.50","1","True","3/19/2024 1:00:00 AM"
"467","518","72E-10467","MG","MG4 Electric","64.00","1","True","3/20/2024 1:00:00 AM"
"468","519","79E-10468","Porsche","Taycan","93.40","3","True","3/21/2024 1:00:00 AM"
"469","520","29E-10469","Volvo","XC40 Recharge","78.00","3","True","3/22/2024 1:00:00 AM"
"470","521","51E-10470","VinFast","VF e34","42.00","1","True","3/23/2024 1:00:00 AM"
"471","522","30E-10471","VinFast","VF 8","82.00","1","True","3/24/2024 1:00:00 AM"
"472","523","43E-10472","VinFast","VF 9","92.00","1","True","3/25/2024 1:00:00 AM"
"473","524","61E-10473","Tesla","Model 3","75.00","1","True","3/26/2024 1:00:00 AM"
"474","525","15E-10474","Hyundai","Ioniq 5","72.60","1","True","3/27/2024 1:00:00 AM"
"475","526","60E-10475","Kia","EV6","77.40","1","True","3/28/2024 1:00:00 AM"
"476","527","65E-10476","BYD","Atto 3","60.50","1","True","3/29/2024 1:00:00 AM"
"477","528","72E-10477","MG","MG4 Electric","64.00","3","True","3/30/2024 1:00:00 AM"
"478","529","79E-10478","Porsche","Taycan","93.40","3","True","3/31/2024 1:00:00 AM"
"479","530","29E-10479","Volvo","XC40 Recharge","78.00","1","True","4/1/2024 1:00:00 AM"
"480","531","51E-10480","VinFast","VF e34","42.00","1","True","4/2/2024 1:00:00 AM"
"481","532","30E-10481","VinFast","VF 8","82.00","1","True","4/3/2024 1:00:00 AM"
"482","533","43E-10482","VinFast","VF 9","92.00","1","True","4/4/2024 1:00:00 AM"
"483","534","61E-10483","Tesla","Model 3","75.00","1","True","4/5/2024 1:00:00 AM"
"484","535","15E-10484","Hyundai","Ioniq 5","72.60","1","True","4/6/2024 1:00:00 AM"
"485","536","60E-10485","Kia","EV6","77.40","1","True","4/7/2024 1:00:00 AM"
"486","537","65E-10486","BYD","Atto 3","60.50","3","True","4/8/2024 1:00:00 AM"
"487","538","72E-10487","MG","MG4 Electric","64.00","3","True","4/9/2024 1:00:00 AM"
"488","539","79E-10488","Porsche","Taycan","93.40","1","True","4/10/2024 1:00:00 AM"
"489","540","29E-10489","Volvo","XC40 Recharge","78.00","1","True","4/11/2024 1:00:00 AM"
"490","541","51E-10490","VinFast","VF e34","42.00","1","True","4/12/2024 1:00:00 AM"
"491","542","30E-10491","VinFast","VF 8","82.00","1","True","4/13/2024 1:00:00 AM"
"492","543","43E-10492","VinFast","VF 9","92.00","1","True","4/14/2024 1:00:00 AM"
"493","544","61E-10493","Tesla","Model 3","75.00","1","True","4/15/2024 1:00:00 AM"
"494","545","15E-10494","Hyundai","Ioniq 5","72.60","1","True","4/16/2024 1:00:00 AM"
"495","546","60E-10495","Kia","EV6","77.40","3","True","4/17/2024 1:00:00 AM"
"496","547","65E-10496","BYD","Atto 3","60.50","3","True","4/18/2024 1:00:00 AM"
"497","548","72E-10497","MG","MG4 Electric","64.00","1","True","4/19/2024 1:00:00 AM"
"498","549","79E-10498","Porsche","Taycan","93.40","1","True","4/20/2024 1:00:00 AM"
"499","550","29E-10499","Volvo","XC40 Recharge","78.00","1","True","4/21/2024 1:00:00 AM"
"500","551","51E-10500","VinFast","VF e34","42.00","1","True","4/22/2024 1:00:00 AM"
"501","54","61E-60003","Tesla","Model Y","78.00","1","True","1/9/2024 12:00:00 AM"
"502","57","51E-60006","VinFast","VF e34","42.00","1","True","1/15/2024 12:00:00 AM"
"503","60","61E-60009","Tesla","Model Y","78.00","1","True","1/21/2024 12:00:00 AM"
"504","63","51E-60012","VinFast","VF e34","42.00","1","True","1/27/2024 12:00:00 AM"
"505","66","61E-60015","Tesla","Model Y","78.00","1","True","2/2/2024 12:00:00 AM"
"506","69","51E-60018","VinFast","VF e34","42.00","1","True","2/8/2024 12:00:00 AM"
"507","72","61E-60021","Tesla","Model Y","78.00","1","True","2/14/2024 12:00:00 AM"
"508","75","51E-60024","VinFast","VF e34","42.00","1","True","2/20/2024 12:00:00 AM"
"509","78","61E-60027","Tesla","Model Y","78.00","1","True","2/26/2024 12:00:00 AM"
"510","81","51E-60030","VinFast","VF e34","42.00","1","True","3/3/2024 12:00:00 AM"
"511","84","61E-60033","Tesla","Model Y","78.00","1","True","3/9/2024 12:00:00 AM"
"512","87","51E-60036","VinFast","VF e34","42.00","1","True","3/15/2024 12:00:00 AM"
"513","90","61E-60039","Tesla","Model Y","78.00","1","True","3/21/2024 12:00:00 AM"
"514","93","51E-60042","VinFast","VF e34","42.00","1","True","3/27/2024 12:00:00 AM"
"515","96","61E-60045","Tesla","Model Y","78.00","1","True","2/17/2024 12:00:00 AM"
"516","99","51E-60048","VinFast","VF e34","42.00","1","True","2/23/2024 12:00:00 AM"
"517","102","61E-60051","Tesla","Model Y","78.00","1","True","2/29/2024 12:00:00 AM"
"518","105","51E-60054","VinFast","VF e34","42.00","1","True","3/6/2024 12:00:00 AM"
"519","108","61E-60057","Tesla","Model Y","78.00","1","True","3/12/2024 12:00:00 AM"
"520","111","51E-60060","VinFast","VF e34","42.00","1","True","3/18/2024 12:00:00 AM"
"521","114","61E-60063","Tesla","Model Y","78.00","1","True","3/24/2024 12:00:00 AM"
"522","117","51E-60066","VinFast","VF e34","42.00","1","True","3/30/2024 12:00:00 AM"
"523","120","61E-60069","Tesla","Model Y","78.00","1","True","4/5/2024 12:00:00 AM"
"524","123","51E-60072","VinFast","VF e34","42.00","1","True","4/11/2024 12:00:00 AM"
"525","126","61E-60075","Tesla","Model Y","78.00","1","True","4/17/2024 12:00:00 AM"
"526","129","51E-60078","VinFast","VF e34","42.00","1","True","4/23/2024 12:00:00 AM"
"527","132","61E-60081","Tesla","Model Y","78.00","1","True","4/29/2024 12:00:00 AM"
"528","135","51E-60084","VinFast","VF e34","42.00","1","True","5/5/2024 12:00:00 AM"
"529","138","61E-60087","Tesla","Model Y","78.00","1","True","5/11/2024 12:00:00 AM"
"530","141","51E-60090","VinFast","VF e34","42.00","1","True","4/2/2024 12:00:00 AM"
"531","144","61E-60093","Tesla","Model Y","78.00","1","True","4/8/2024 12:00:00 AM"
"532","147","51E-60096","VinFast","VF e34","42.00","1","True","4/14/2024 12:00:00 AM"
"533","150","61E-60099","Tesla","Model Y","78.00","1","True","4/20/2024 12:00:00 AM"
"534","153","51E-60102","VinFast","VF e34","42.00","1","True","4/26/2024 12:00:00 AM"
"535","156","61E-60105","Tesla","Model Y","78.00","1","True","5/2/2024 12:00:00 AM"
"536","159","51E-60108","VinFast","VF e34","42.00","1","True","5/8/2024 12:00:00 AM"
"537","162","61E-60111","Tesla","Model Y","78.00","1","True","5/14/2024 12:00:00 AM"
"538","165","51E-60114","VinFast","VF e34","42.00","1","True","5/20/2024 12:00:00 AM"
"539","168","61E-60117","Tesla","Model Y","78.00","1","True","5/26/2024 12:00:00 AM"
"540","171","51E-60120","VinFast","VF e34","42.00","1","True","6/1/2024 12:00:00 AM"
"541","174","61E-60123","Tesla","Model Y","78.00","1","True","6/7/2024 12:00:00 AM"
"542","177","51E-60126","VinFast","VF e34","42.00","1","True","6/13/2024 12:00:00 AM"
"543","180","61E-60129","Tesla","Model Y","78.00","1","True","6/19/2024 12:00:00 AM"
"544","183","51E-60132","VinFast","VF e34","42.00","1","True","6/25/2024 12:00:00 AM"
"545","186","61E-60135","Tesla","Model Y","78.00","1","True","5/17/2024 12:00:00 AM"
"546","189","51E-60138","VinFast","VF e34","42.00","1","True","5/23/2024 12:00:00 AM"
"547","192","61E-60141","Tesla","Model Y","78.00","1","True","5/29/2024 12:00:00 AM"
"548","195","51E-60144","VinFast","VF e34","42.00","1","True","6/4/2024 12:00:00 AM"
"549","198","61E-60147","Tesla","Model Y","78.00","1","True","6/10/2024 12:00:00 AM"
"550","201","51E-60150","VinFast","VF e34","42.00","1","True","6/16/2024 12:00:00 AM"
"551","204","61E-60153","Tesla","Model Y","78.00","1","True","6/22/2024 12:00:00 AM"
"552","207","51E-60156","VinFast","VF e34","42.00","1","True","6/28/2024 12:00:00 AM"
"553","210","61E-60159","Tesla","Model Y","78.00","1","True","7/4/2024 12:00:00 AM"
"554","213","51E-60162","VinFast","VF e34","42.00","1","True","7/10/2024 12:00:00 AM"
"555","216","61E-60165","Tesla","Model Y","78.00","1","True","7/16/2024 12:00:00 AM"
"556","219","51E-60168","VinFast","VF e34","42.00","1","True","7/22/2024 12:00:00 AM"
"557","222","61E-60171","Tesla","Model Y","78.00","1","True","7/28/2024 12:00:00 AM"
"558","225","51E-60174","VinFast","VF e34","42.00","1","True","8/3/2024 12:00:00 AM"
"559","228","61E-60177","Tesla","Model Y","78.00","1","True","8/9/2024 12:00:00 AM"
"560","231","51E-60180","VinFast","VF e34","42.00","1","True","1/3/2024 12:00:00 AM"
"561","234","61E-60183","Tesla","Model Y","78.00","1","True","1/9/2024 12:00:00 AM"
"562","237","51E-60186","VinFast","VF e34","42.00","1","True","1/15/2024 12:00:00 AM"
"563","240","61E-60189","Tesla","Model Y","78.00","1","True","1/21/2024 12:00:00 AM"
"564","243","51E-60192","VinFast","VF e34","42.00","1","True","1/27/2024 12:00:00 AM"
"565","246","61E-60195","Tesla","Model Y","78.00","1","True","2/2/2024 12:00:00 AM"
"566","249","51E-60198","VinFast","VF e34","42.00","1","True","2/8/2024 12:00:00 AM"
"567","252","61E-60201","Tesla","Model Y","78.00","1","True","2/14/2024 12:00:00 AM"
"568","255","51E-60204","VinFast","VF e34","42.00","1","True","2/20/2024 12:00:00 AM"
"569","258","61E-60207","Tesla","Model Y","78.00","1","True","2/26/2024 12:00:00 AM"
"570","261","51E-60210","VinFast","VF e34","42.00","1","True","3/3/2024 12:00:00 AM"
"571","264","61E-60213","Tesla","Model Y","78.00","1","True","3/9/2024 12:00:00 AM"
"572","267","51E-60216","VinFast","VF e34","42.00","1","True","3/15/2024 12:00:00 AM"
"573","270","61E-60219","Tesla","Model Y","78.00","1","True","3/21/2024 12:00:00 AM"
"574","273","51E-60222","VinFast","VF e34","42.00","1","True","3/27/2024 12:00:00 AM"
"575","276","61E-60225","Tesla","Model Y","78.00","1","True","2/17/2024 12:00:00 AM"
"576","279","51E-60228","VinFast","VF e34","42.00","1","True","2/23/2024 12:00:00 AM"
"577","282","61E-60231","Tesla","Model Y","78.00","1","True","2/29/2024 12:00:00 AM"
"578","285","51E-60234","VinFast","VF e34","42.00","1","True","3/6/2024 12:00:00 AM"
"579","288","61E-60237","Tesla","Model Y","78.00","1","True","3/12/2024 12:00:00 AM"
"580","291","51E-60240","VinFast","VF e34","42.00","1","True","3/18/2024 12:00:00 AM"
"581","294","61E-60243","Tesla","Model Y","78.00","1","True","3/24/2024 12:00:00 AM"
"582","297","51E-60246","VinFast","VF e34","42.00","1","True","3/30/2024 12:00:00 AM"
"583","300","61E-60249","Tesla","Model Y","78.00","1","True","4/5/2024 12:00:00 AM"
"584","303","51E-60252","VinFast","VF e34","42.00","1","True","4/11/2024 12:00:00 AM"
"585","306","61E-60255","Tesla","Model Y","78.00","1","True","4/17/2024 12:00:00 AM"
"586","309","51E-60258","VinFast","VF e34","42.00","1","True","4/23/2024 12:00:00 AM"
"587","312","61E-60261","Tesla","Model Y","78.00","1","True","4/29/2024 12:00:00 AM"
"588","315","51E-60264","VinFast","VF e34","42.00","1","True","5/5/2024 12:00:00 AM"
"589","318","61E-60267","Tesla","Model Y","78.00","1","True","5/11/2024 12:00:00 AM"
"590","321","51E-60270","VinFast","VF e34","42.00","1","True","4/2/2024 12:00:00 AM"
"591","324","61E-60273","Tesla","Model Y","78.00","1","True","4/8/2024 12:00:00 AM"
"592","327","51E-60276","VinFast","VF e34","42.00","1","True","4/14/2024 12:00:00 AM"
"593","330","61E-60279","Tesla","Model Y","78.00","1","True","4/20/2024 12:00:00 AM"
"594","333","51E-60282","VinFast","VF e34","42.00","1","True","4/26/2024 12:00:00 AM"
"595","336","61E-60285","Tesla","Model Y","78.00","1","True","5/2/2024 12:00:00 AM"
"596","339","51E-60288","VinFast","VF e34","42.00","1","True","5/8/2024 12:00:00 AM"
