"TicketID","TicketCode","StationID","PointID","ErrorID","CreatedBy","AssignedTo","Priority","TicketStatus","Title","Description","OpenedAt","ClosedAt"
"480","MT-00480","20","201","480","9","9","Medium","Closed","Xu ly su co ERR-00480","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/18/2024 10:27:39 PM","11/19/2024 2:27:39 AM"
"481","MT-00481","20","202","481","9","9","Low","Closed","Xu ly su co ERR-00481","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/29/2024 10:27:39 PM","11/30/2024 3:27:39 AM"
"482","MT-00482","15","203","482","9","9","Low","Closed","Xu ly su co ERR-00482","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/10/2024 10:27:39 PM","12/11/2024 4:27:39 AM"
"483","MT-00483","15","204","483","9","9","High","Closed","Xu ly su co ERR-00483","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/21/2024 10:27:39 PM","12/22/2024 5:27:39 AM"
"484","MT-00484","15","205","484","9","9","Low","Closed","Xu ly su co ERR-00484","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/1/2025 10:27:39 PM","1/2/2025 6:27:39 AM"
"485","MT-00485","13","206","485","9","9","Low","Closed","Xu ly su co ERR-00485","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/12/2025 10:27:39 PM","1/13/2025 7:27:39 AM"
"486","MT-00486","13","207","486","9","9","Medium","InProgress","Xu ly su co ERR-00486","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/23/2025 10:27:39 PM",""
"487","MT-00487","13","208","487","9","9","Low","Closed","Xu ly su co ERR-00487","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/3/2025 10:27:39 PM","2/4/2025 9:27:39 AM"
"488","MT-00488","11","209","488","9","9","Low","Closed","Xu ly su co ERR-00488","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/14/2025 10:27:39 PM","2/15/2025 10:27:39 AM"
"489","MT-00489","11","210","489","9","9","Medium","Closed","Xu ly su co ERR-00489","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/25/2025 10:27:39 PM","2/26/2025 11:27:39 AM"
"490","MT-00490","11","211","490","9","9","High","Closed","Xu ly su co ERR-00490","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/8/2025 10:27:39 PM","3/9/2025 12:27:39 PM"
"491","MT-00491","7","212","491","9","9","Low","Closed","Xu ly su co ERR-00491","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/19/2025 10:27:39 PM","3/20/2025 1:27:39 PM"
"492","MT-00492","7","213","492","9","9","Medium","Closed","Xu ly su co ERR-00492","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/30/2025 10:27:39 PM","3/31/2025 2:27:39 PM"
"493","MT-00493","7","214","493","9","9","Critical","Closed","Xu ly su co ERR-00493","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/10/2025 10:27:39 PM","4/11/2025 3:27:39 PM"
"494","MT-00494","4","215","494","9","9","Low","Closed","Xu ly su co ERR-00494","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/21/2025 10:27:39 PM","4/22/2025 4:27:39 PM"
"495","MT-00495","4","216","495","9","9","Medium","InProgress","Xu ly su co ERR-00495","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/2/2025 10:27:39 PM",""
"496","MT-00496","4","217","496","9","9","Low","Closed","Xu ly su co ERR-00496","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/13/2025 10:27:39 PM","5/14/2025 6:27:39 PM"
"497","MT-00497","2","218","497","9","9","High","Closed","Xu ly su co ERR-00497","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/24/2025 10:27:39 PM","5/25/2025 7:27:39 PM"
"498","MT-00498","2","219","498","9","9","Medium","Closed","Xu ly su co ERR-00498","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/4/2025 10:27:39 PM","6/5/2025 8:27:39 PM"
"499","MT-00499","2","220","499","9","9","Low","Closed","Xu ly su co ERR-00499","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/15/2025 10:27:39 PM","6/16/2025 9:27:39 PM"
"500","MT-00500","8","221","500","9","9","Low","Closed","Xu ly su co ERR-00500","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/26/2025 10:27:39 PM","6/27/2025 10:27:39 PM"
"501","MT-00501","8","222","501","9","9","Medium","Closed","Xu ly su co ERR-00501","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/7/2025 10:27:39 PM","7/8/2025 11:27:39 PM"
"502","MT-00502","8","223","502","9","9","Low","Closed","Xu ly su co ERR-00502","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/18/2025 10:27:39 PM","7/20/2025 12:27:39 AM"
"503","MT-00503","8","224","503","9","9","Low","Closed","Xu ly su co ERR-00503","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/29/2025 10:27:39 PM","7/31/2025 1:27:39 AM"
"504","MT-00504","8","225","504","9","9","High","InProgress","Xu ly su co ERR-00504","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/9/2025 10:27:39 PM",""
"505","MT-00505","17","226","505","9","9","Low","Closed","Xu ly su co ERR-00505","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/20/2025 10:27:39 PM","8/22/2025 3:27:39 AM"
"506","MT-00506","17","227","506","9","9","Low","Closed","Xu ly su co ERR-00506","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/31/2025 10:27:39 PM","9/2/2025 4:27:39 AM"
"507","MT-00507","17","228","507","9","9","Medium","Closed","Xu ly su co ERR-00507","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/11/2025 10:27:39 PM","9/13/2025 5:27:39 AM"
"508","MT-00508","17","229","508","9","9","Low","Closed","Xu ly su co ERR-00508","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/22/2025 10:27:39 PM","9/24/2025 6:27:39 AM"
"509","MT-00509","17","230","509","9","9","Low","Closed","Xu ly su co ERR-00509","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/3/2025 10:27:39 PM","10/5/2025 7:27:39 AM"
"510","MT-00510","28","231","510","9","9","Critical","Closed","Xu ly su co ERR-00510","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/14/2025 10:27:39 PM","10/16/2025 8:27:39 AM"
"511","MT-00511","28","232","511","9","9","High","Closed","Xu ly su co ERR-00511","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/25/2025 10:27:39 PM","10/27/2025 9:27:39 AM"
"512","MT-00512","28","233","512","9","9","Low","Closed","Xu ly su co ERR-00512","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/5/2025 10:27:39 PM","11/7/2025 10:27:39 AM"
"513","MT-00513","28","234","513","9","9","Medium","InProgress","Xu ly su co ERR-00513","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/16/2025 10:27:39 PM",""
"514","MT-00514","28","235","514","9","9","Low","Closed","Xu ly su co ERR-00514","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/27/2025 10:27:39 PM","11/29/2025 12:27:39 PM"
"515","MT-00515","38","236","515","9","9","Low","Closed","Xu ly su co ERR-00515","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/8/2025 10:27:39 PM","12/10/2025 1:27:39 PM"
"516","MT-00516","38","237","516","9","9","Medium","Closed","Xu ly su co ERR-00516","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/19/2025 10:27:39 PM","12/21/2025 2:27:39 PM"
"517","MT-00517","38","238","517","9","9","Low","Closed","Xu ly su co ERR-00517","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/30/2025 10:27:39 PM","1/1/2026 3:27:39 PM"
"518","MT-00518","38","239","518","9","9","High","Closed","Xu ly su co ERR-00518","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/10/2026 10:27:39 PM","1/12/2026 4:27:39 PM"
"519","MT-00519","38","240","519","9","9","Medium","Closed","Xu ly su co ERR-00519","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/21/2026 10:27:39 PM","1/23/2026 5:27:39 PM"
"520","MT-00520","48","241","520","9","9","Low","Closed","Xu ly su co ERR-00520","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/1/2026 10:27:39 PM","2/3/2026 6:27:39 PM"
"521","MT-00521","48","242","521","9","9","Low","Closed","Xu ly su co ERR-00521","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/12/2026 10:27:39 PM","2/14/2026 7:27:39 PM"
"522","MT-00522","48","243","522","9","9","Medium","InProgress","Xu ly su co ERR-00522","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/23/2026 10:27:39 PM",""
"523","MT-00523","48","244","523","9","9","Low","Closed","Xu ly su co ERR-00523","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/6/2026 10:27:39 PM","3/8/2026 9:27:39 PM"
"524","MT-00524","48","245","524","9","9","Low","Closed","Xu ly su co ERR-00524","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/17/2026 10:27:39 PM","3/19/2026 10:27:39 PM"
"525","MT-00525","53","246","525","9","9","High","Closed","Xu ly su co ERR-00525","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/28/2026 10:27:39 PM","3/30/2026 11:27:39 PM"
"526","MT-00526","53","247","526","9","9","Low","Closed","Xu ly su co ERR-00526","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/8/2026 10:27:39 PM","4/11/2026 12:27:39 AM"
"527","MT-00527","53","248","527","9","9","Critical","Closed","Xu ly su co ERR-00527","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/19/2026 10:27:39 PM","4/22/2026 1:27:39 AM"
"528","MT-00528","53","249","528","9","9","Medium","Closed","Xu ly su co ERR-00528","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/30/2026 10:27:39 PM","5/1/2026 2:27:39 AM"
"529","MT-00529","53","250","529","9","9","Low","Closed","Xu ly su co ERR-00529","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/11/2026 10:27:39 PM","5/12/2026 3:27:39 AM"
"530","MT-00530","59","251","530","9","9","Low","Closed","Xu ly su co ERR-00530","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/22/2026 10:27:39 PM","5/23/2026 4:27:39 AM"
"531","MT-00531","59","252","531","9","9","Medium","InProgress","Xu ly su co ERR-00531","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/2/2024 10:27:39 PM",""
"532","MT-00532","59","253","532","9","9","High","Closed","Xu ly su co ERR-00532","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/13/2024 10:27:39 PM","6/14/2024 6:27:39 AM"
"533","MT-00533","59","254","533","9","9","Low","Closed","Xu ly su co ERR-00533","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/24/2024 10:27:39 PM","6/25/2024 7:27:39 AM"
"534","MT-00534","59","255","534","9","9","Medium","Closed","Xu ly su co ERR-00534","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/5/2024 10:27:39 PM","7/6/2024 8:27:39 AM"
"535","MT-00535","68","256","535","9","9","Low","Closed","Xu ly su co ERR-00535","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/16/2024 10:27:39 PM","7/17/2024 9:27:39 AM"
"536","MT-00536","68","257","536","9","9","Low","Closed","Xu ly su co ERR-00536","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/27/2024 10:27:39 PM","7/28/2024 10:27:39 AM"
"537","MT-00537","68","258","537","9","9","Medium","Closed","Xu ly su co ERR-00537","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/7/2024 10:27:39 PM","8/8/2024 11:27:39 AM"
"538","MT-00538","68","259","538","9","9","Low","Closed","Xu ly su co ERR-00538","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/18/2024 10:27:39 PM","8/19/2024 12:27:39 PM"
"539","MT-00539","68","260","539","9","9","High","Closed","Xu ly su co ERR-00539","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/29/2024 10:27:39 PM","8/30/2024 1:27:39 PM"
"540","MT-00540","74","261","540","9","9","Medium","InProgress","Xu ly su co ERR-00540","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/9/2024 10:27:39 PM",""
"541","MT-00541","74","262","541","9","9","Low","Closed","Xu ly su co ERR-00541","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/20/2024 10:27:39 PM","9/21/2024 3:27:39 PM"
"542","MT-00542","74","263","542","9","9","Low","Closed","Xu ly su co ERR-00542","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/1/2024 10:27:39 PM","10/2/2024 4:27:39 PM"
"543","MT-00543","74","264","543","9","9","Medium","Closed","Xu ly su co ERR-00543","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/12/2024 10:27:39 PM","10/13/2024 5:27:39 PM"
"544","MT-00544","74","265","544","9","9","Critical","Closed","Xu ly su co ERR-00544","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/23/2024 10:27:39 PM","10/24/2024 6:27:39 PM"
"545","MT-00545","80","266","545","9","9","Low","Closed","Xu ly su co ERR-00545","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/3/2024 10:27:39 PM","11/4/2024 7:27:39 PM"
"546","MT-00546","80","267","546","9","9","High","Closed","Xu ly su co ERR-00546","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/14/2024 10:27:39 PM","11/15/2024 8:27:39 PM"
"547","MT-00547","80","268","547","9","9","Low","Closed","Xu ly su co ERR-00547","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/25/2024 10:27:39 PM","11/26/2024 9:27:39 PM"
"548","MT-00548","80","269","548","9","9","Low","Closed","Xu ly su co ERR-00548","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/6/2024 10:27:39 PM","12/7/2024 10:27:39 PM"
"549","MT-00549","80","270","549","9","9","Medium","InProgress","Xu ly su co ERR-00549","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/17/2024 10:27:39 PM",""
"550","MT-00550","89","271","550","9","9","Low","Closed","Xu ly su co ERR-00550","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/28/2024 10:27:39 PM","12/30/2024 12:27:39 AM"
"551","MT-00551","89","272","551","9","9","Low","Closed","Xu ly su co ERR-00551","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/8/2025 10:27:39 PM","1/10/2025 1:27:39 AM"
"552","MT-00552","89","273","552","9","9","Medium","Closed","Xu ly su co ERR-00552","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/19/2025 10:27:39 PM","1/21/2025 2:27:39 AM"
"553","MT-00553","89","274","553","9","9","High","Closed","Xu ly su co ERR-00553","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/30/2025 10:27:39 PM","2/1/2025 3:27:39 AM"
"554","MT-00554","89","275","554","9","9","Low","Closed","Xu ly su co ERR-00554","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/10/2025 10:27:39 PM","2/12/2025 4:27:39 AM"
"555","MT-00555","98","276","555","9","9","Medium","Closed","Xu ly su co ERR-00555","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/21/2025 10:27:39 PM","2/23/2025 5:27:39 AM"
"556","MT-00556","98","277","556","9","9","Low","Closed","Xu ly su co ERR-00556","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/4/2025 10:27:39 PM","3/6/2025 6:27:39 AM"
"557","MT-00557","98","278","557","9","9","Low","Closed","Xu ly su co ERR-00557","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/15/2025 10:27:39 PM","3/17/2025 7:27:39 AM"
"558","MT-00558","98","279","558","9","9","Medium","InProgress","Xu ly su co ERR-00558","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/26/2025 10:27:39 PM",""
"559","MT-00559","98","280","559","9","9","Low","Closed","Xu ly su co ERR-00559","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/6/2025 10:27:39 PM","4/8/2025 9:27:39 AM"
"560","MT-00560","1","1","560","9","9","High","Closed","Xu ly su co ERR-00560","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/17/2025 10:27:39 PM","4/19/2025 10:27:39 AM"
"561","MT-00561","1","2","561","9","9","Critical","Closed","Xu ly su co ERR-00561","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/28/2025 10:27:39 PM","4/30/2025 11:27:39 AM"
"562","MT-00562","3","3","562","9","9","Low","Closed","Xu ly su co ERR-00562","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/9/2025 10:27:39 PM","5/11/2025 12:27:39 PM"
"563","MT-00563","3","4","563","9","9","Low","Closed","Xu ly su co ERR-00563","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/20/2025 10:27:39 PM","5/22/2025 1:27:39 PM"
"564","MT-00564","5","5","564","9","9","Medium","Closed","Xu ly su co ERR-00564","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/31/2025 10:27:39 PM","6/2/2025 2:27:39 PM"
"565","MT-00565","5","6","565","9","9","Low","Closed","Xu ly su co ERR-00565","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/11/2025 10:27:39 PM","6/13/2025 3:27:39 PM"
"566","MT-00566","6","7","566","9","9","Low","Closed","Xu ly su co ERR-00566","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/22/2025 10:27:39 PM","6/24/2025 4:27:39 PM"
"567","MT-00567","6","8","567","9","9","High","InProgress","Xu ly su co ERR-00567","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/3/2025 10:27:39 PM",""
"568","MT-00568","10","9","568","9","9","Low","Closed","Xu ly su co ERR-00568","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/14/2025 10:27:39 PM","7/16/2025 6:27:39 PM"
"569","MT-00569","10","10","569","9","9","Low","Closed","Xu ly su co ERR-00569","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/25/2025 10:27:39 PM","7/27/2025 7:27:39 PM"
"570","MT-00570","12","11","570","9","9","Medium","Closed","Xu ly su co ERR-00570","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/5/2025 10:27:39 PM","8/7/2025 8:27:39 PM"
"571","MT-00571","12","12","571","9","9","Low","Closed","Xu ly su co ERR-00571","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/16/2025 10:27:39 PM","8/18/2025 9:27:39 PM"
"572","MT-00572","14","13","572","9","9","Low","Closed","Xu ly su co ERR-00572","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/27/2025 10:27:39 PM","8/29/2025 10:27:39 PM"
"573","MT-00573","14","14","573","9","9","Medium","Closed","Xu ly su co ERR-00573","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/7/2025 10:27:39 PM","9/9/2025 11:27:39 PM"
"574","MT-00574","16","15","574","9","9","High","Closed","Xu ly su co ERR-00574","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/18/2025 10:27:39 PM","9/21/2025 12:27:39 AM"
"575","MT-00575","16","16","575","9","9","Low","Closed","Xu ly su co ERR-00575","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/29/2025 10:27:39 PM","10/2/2025 1:27:39 AM"
"576","MT-00576","18","17","576","9","9","Medium","InProgress","Xu ly su co ERR-00576","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/10/2025 10:27:39 PM",""
"577","MT-00577","18","18","577","9","9","Low","Closed","Xu ly su co ERR-00577","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/21/2025 10:27:39 PM","10/22/2025 3:27:39 AM"
"578","MT-00578","21","19","578","9","9","Critical","Closed","Xu ly su co ERR-00578","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/1/2025 10:27:39 PM","11/2/2025 4:27:39 AM"
"579","MT-00579","21","20","579","9","9","Medium","Closed","Xu ly su co ERR-00579","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/12/2025 10:27:39 PM","11/13/2025 5:27:39 AM"
"580","MT-00580","23","21","580","9","9","Low","Closed","Xu ly su co ERR-00580","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","11/23/2025 10:27:39 PM","11/24/2025 6:27:39 AM"
"581","MT-00581","23","22","581","9","9","High","Closed","Xu ly su co ERR-00581","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/4/2025 10:27:39 PM","12/5/2025 7:27:39 AM"
"582","MT-00582","24","23","582","9","9","Medium","Closed","Xu ly su co ERR-00582","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/15/2025 10:27:39 PM","12/16/2025 8:27:39 AM"
"583","MT-00583","24","24","583","9","9","Low","Closed","Xu ly su co ERR-00583","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","12/26/2025 10:27:39 PM","12/27/2025 9:27:39 AM"
"584","MT-00584","26","25","584","9","9","Low","Closed","Xu ly su co ERR-00584","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/6/2026 10:27:39 PM","1/7/2026 10:27:39 AM"
"585","MT-00585","26","26","585","9","9","Medium","InProgress","Xu ly su co ERR-00585","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/17/2026 10:27:39 PM",""
"586","MT-00586","30","27","586","9","9","Low","Closed","Xu ly su co ERR-00586","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","1/28/2026 10:27:39 PM","1/29/2026 12:27:39 PM"
"587","MT-00587","30","28","587","9","9","Low","Closed","Xu ly su co ERR-00587","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/8/2026 10:27:39 PM","2/9/2026 1:27:39 PM"
"588","MT-00588","32","29","588","9","9","High","Closed","Xu ly su co ERR-00588","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","2/19/2026 10:27:39 PM","2/20/2026 2:27:39 PM"
"589","MT-00589","32","30","589","9","9","Low","Closed","Xu ly su co ERR-00589","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/2/2026 10:27:39 PM","3/3/2026 3:27:39 PM"
"590","MT-00590","34","31","590","9","9","Low","Closed","Xu ly su co ERR-00590","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/13/2026 10:27:39 PM","3/14/2026 4:27:39 PM"
"591","MT-00591","34","32","591","9","9","Medium","Closed","Xu ly su co ERR-00591","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","3/24/2026 10:27:39 PM","3/25/2026 5:27:39 PM"
"592","MT-00592","35","33","592","9","9","Low","Closed","Xu ly su co ERR-00592","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/4/2026 10:27:39 PM","4/5/2026 6:27:39 PM"
"593","MT-00593","35","34","593","9","9","Low","Closed","Xu ly su co ERR-00593","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/15/2026 10:27:39 PM","4/16/2026 7:27:39 PM"
"594","MT-00594","37","35","594","9","9","Medium","InProgress","Xu ly su co ERR-00594","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","4/26/2026 10:27:39 PM",""
"595","MT-00595","37","36","595","9","9","Critical","Closed","Xu ly su co ERR-00595","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/7/2026 10:27:39 PM","5/8/2026 9:27:39 PM"
"596","MT-00596","39","37","596","9","9","Low","Closed","Xu ly su co ERR-00596","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/18/2026 10:27:39 PM","5/19/2026 10:27:39 PM"
"597","MT-00597","39","38","597","9","9","Medium","Closed","Xu ly su co ERR-00597","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","5/29/2026 10:27:39 PM","5/30/2026 11:27:39 PM"
"598","MT-00598","42","39","598","9","9","Low","Closed","Xu ly su co ERR-00598","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/9/2024 10:27:39 PM","6/11/2024 12:27:39 AM"
"599","MT-00599","42","40","599","9","9","Low","Closed","Xu ly su co ERR-00599","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","6/20/2024 10:27:39 PM","6/22/2024 1:27:39 AM"
"600","MT-00600","44","41","600","9","9","Medium","Closed","Xu ly su co ERR-00600","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/1/2024 10:27:39 PM","7/3/2024 2:27:39 AM"
"601","MT-00601","44","42","601","9","9","Low","Closed","Xu ly su co ERR-00601","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/12/2024 10:27:39 PM","7/14/2024 3:27:39 AM"
"602","MT-00602","46","43","602","9","9","High","Closed","Xu ly su co ERR-00602","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","7/23/2024 10:27:39 PM","7/25/2024 4:27:39 AM"
"603","MT-00603","46","44","603","9","9","Medium","InProgress","Xu ly su co ERR-00603","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/3/2024 10:27:39 PM",""
"604","MT-00604","50","45","604","9","9","Low","Closed","Xu ly su co ERR-00604","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/14/2024 10:27:39 PM","8/16/2024 6:27:39 AM"
"605","MT-00605","50","46","605","9","9","Low","Closed","Xu ly su co ERR-00605","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","8/25/2024 10:27:39 PM","8/27/2024 7:27:39 AM"
"606","MT-00606","52","47","606","9","9","Medium","Closed","Xu ly su co ERR-00606","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/5/2024 10:27:39 PM","9/7/2024 8:27:39 AM"
"607","MT-00607","52","48","607","9","9","Low","Closed","Xu ly su co ERR-00607","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/16/2024 10:27:39 PM","9/18/2024 9:27:39 AM"
"608","MT-00608","55","49","608","9","9","Low","Closed","Xu ly su co ERR-00608","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","9/27/2024 10:27:39 PM","9/29/2024 10:27:39 AM"
"609","MT-00609","55","50","609","9","9","High","Closed","Xu ly su co ERR-00609","Len lich kiem tra thiet bi theo log van hanh va muc do anh huong cua tram.","10/8/2024 10:27:39 PM","10/10/2024 11:27:39 AM"
