"ErrorID","ErrorCode","StationID","PointID","Severity","Description","OccurredAt","ResolvedAt","ResolvedBy","IsActive"
"358","ERR-00358","91","79","Low","Can hieu chuan lai cam bien trang thai dau sac","3/16/2025 10:27:39 PM","3/18/2025 12:27:39 AM","30","False"
"359","ERR-00359","91","80","Low","Can hieu chuan lai cam bien trang thai dau sac","3/27/2025 10:27:39 PM","3/29/2025 1:27:39 AM","31","False"
"360","ERR-00360","93","81","Medium","Dong dien dao dong bat thuong trong gio cao diem","4/7/2025 10:27:39 PM","","","True"
"361","ERR-00361","93","82","Low","Can hieu chuan lai cam bien trang thai dau sac","4/18/2025 10:27:39 PM","4/20/2025 3:27:39 AM","33","False"
"362","ERR-00362","95","83","Low","Can hieu chuan lai cam bien trang thai dau sac","4/29/2025 10:27:39 PM","5/1/2025 4:27:39 AM","34","False"
"363","ERR-00363","95","84","Medium","Dong dien dao dong bat thuong trong gio cao diem","5/10/2025 10:27:39 PM","5/12/2025 5:27:39 AM","35","False"
"364","ERR-00364","97","85","High","Mat ket noi voi bo dieu khien cong sac","5/21/2025 10:27:39 PM","5/23/2025 6:27:39 AM","36","False"
"365","ERR-00365","97","86","Low","Can hieu chuan lai cam bien trang thai dau sac","6/1/2025 10:27:39 PM","6/3/2025 7:27:39 AM","9","False"
"366","ERR-00366","99","87","Medium","Dong dien dao dong bat thuong trong gio cao diem","6/12/2025 10:27:39 PM","6/14/2025 8:27:39 AM","10","False"
"367","ERR-00367","99","88","Low","Can hieu chuan lai cam bien trang thai dau sac","6/23/2025 10:27:39 PM","6/25/2025 9:27:39 AM","11","False"
"368","ERR-00368","100","89","Low","Can hieu chuan lai cam bien trang thai dau sac","7/4/2025 10:27:39 PM","7/6/2025 10:27:39 AM","12","False"
"369","ERR-00369","100","90","Medium","Dong dien dao dong bat thuong trong gio cao diem","7/15/2025 10:27:39 PM","","","True"
"370","ERR-00370","100","91","Low","Can hieu chuan lai cam bien trang thai dau sac","7/26/2025 10:27:39 PM","7/28/2025 12:27:39 PM","14","False"
"371","ERR-00371","96","92","High","Mat ket noi voi bo dieu khien cong sac","8/6/2025 10:27:39 PM","8/8/2025 1:27:39 PM","15","False"
"372","ERR-00372","96","93","Medium","Dong dien dao dong bat thuong trong gio cao diem","8/17/2025 10:27:39 PM","8/19/2025 2:27:39 PM","16","False"
"373","ERR-00373","96","94","Low","Can hieu chuan lai cam bien trang thai dau sac","8/28/2025 10:27:39 PM","8/30/2025 3:27:39 PM","17","False"
"374","ERR-00374","94","95","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","9/8/2025 10:27:39 PM","9/10/2025 4:27:39 PM","18","False"
"375","ERR-00375","94","96","Medium","Dong dien dao dong bat thuong trong gio cao diem","9/19/2025 10:27:39 PM","9/21/2025 5:27:39 PM","19","False"
"376","ERR-00376","94","97","Low","Can hieu chuan lai cam bien trang thai dau sac","9/30/2025 10:27:39 PM","10/2/2025 6:27:39 PM","20","False"
"377","ERR-00377","92","98","Low","Can hieu chuan lai cam bien trang thai dau sac","10/11/2025 10:27:39 PM","10/13/2025 7:27:39 PM","21","False"
"378","ERR-00378","92","99","High","Mat ket noi voi bo dieu khien cong sac","10/22/2025 10:27:39 PM","","","True"
"379","ERR-00379","92","100","Low","Can hieu chuan lai cam bien trang thai dau sac","11/2/2025 10:27:39 PM","11/4/2025 9:27:39 PM","23","False"
"380","ERR-00380","69","101","Low","Can hieu chuan lai cam bien trang thai dau sac","11/13/2025 10:27:39 PM","11/15/2025 10:27:39 PM","24","False"
"381","ERR-00381","69","102","Medium","Dong dien dao dong bat thuong trong gio cao diem","11/24/2025 10:27:39 PM","11/26/2025 11:27:39 PM","25","False"
"382","ERR-00382","69","103","Low","Can hieu chuan lai cam bien trang thai dau sac","12/5/2025 10:27:39 PM","12/8/2025 12:27:39 AM","26","False"
"383","ERR-00383","90","104","Low","Can hieu chuan lai cam bien trang thai dau sac","12/16/2025 10:27:39 PM","12/19/2025 1:27:39 AM","27","False"
"384","ERR-00384","90","105","Medium","Dong dien dao dong bat thuong trong gio cao diem","12/27/2025 10:27:39 PM","12/28/2025 2:27:39 AM","28","False"
"385","ERR-00385","90","106","High","Mat ket noi voi bo dieu khien cong sac","1/7/2026 10:27:39 PM","1/8/2026 3:27:39 AM","29","False"
"386","ERR-00386","88","107","Low","Can hieu chuan lai cam bien trang thai dau sac","1/18/2026 10:27:39 PM","1/19/2026 4:27:39 AM","30","False"
"387","ERR-00387","88","108","Medium","Dong dien dao dong bat thuong trong gio cao diem","1/29/2026 10:27:39 PM","","","True"
"388","ERR-00388","88","109","Low","Can hieu chuan lai cam bien trang thai dau sac","2/9/2026 10:27:39 PM","2/10/2026 6:27:39 AM","32","False"
"389","ERR-00389","86","110","Low","Can hieu chuan lai cam bien trang thai dau sac","2/20/2026 10:27:39 PM","2/21/2026 7:27:39 AM","33","False"
"390","ERR-00390","86","111","Medium","Dong dien dao dong bat thuong trong gio cao diem","3/3/2026 10:27:39 PM","3/4/2026 8:27:39 AM","34","False"
"391","ERR-00391","86","112","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","3/14/2026 10:27:39 PM","3/15/2026 9:27:39 AM","35","False"
"392","ERR-00392","84","113","High","Mat ket noi voi bo dieu khien cong sac","3/25/2026 10:27:39 PM","3/26/2026 10:27:39 AM","36","False"
"393","ERR-00393","84","114","Medium","Dong dien dao dong bat thuong trong gio cao diem","4/5/2026 10:27:39 PM","4/6/2026 11:27:39 AM","9","False"
"394","ERR-00394","84","115","Low","Can hieu chuan lai cam bien trang thai dau sac","4/16/2026 10:27:39 PM","4/17/2026 12:27:39 PM","10","False"
"395","ERR-00395","82","116","Low","Can hieu chuan lai cam bien trang thai dau sac","4/27/2026 10:27:39 PM","4/28/2026 1:27:39 PM","11","False"
"396","ERR-00396","82","117","Medium","Dong dien dao dong bat thuong trong gio cao diem","5/8/2026 10:27:39 PM","","","True"
"397","ERR-00397","82","118","Low","Can hieu chuan lai cam bien trang thai dau sac","5/19/2026 10:27:39 PM","5/20/2026 3:27:39 PM","13","False"
"398","ERR-00398","79","119","Low","Can hieu chuan lai cam bien trang thai dau sac","5/30/2026 10:27:39 PM","5/31/2026 4:27:39 PM","14","False"
"399","ERR-00399","79","120","High","Mat ket noi voi bo dieu khien cong sac","6/10/2024 10:27:39 PM","6/11/2024 5:27:39 PM","15","False"
"400","ERR-00400","79","121","Low","Can hieu chuan lai cam bien trang thai dau sac","6/21/2024 10:27:39 PM","6/22/2024 6:27:39 PM","16","False"
"401","ERR-00401","77","122","Low","Can hieu chuan lai cam bien trang thai dau sac","7/2/2024 10:27:39 PM","7/3/2024 7:27:39 PM","17","False"
"402","ERR-00402","77","123","Medium","Dong dien dao dong bat thuong trong gio cao diem","7/13/2024 10:27:39 PM","7/14/2024 8:27:39 PM","18","False"
"403","ERR-00403","77","124","Low","Can hieu chuan lai cam bien trang thai dau sac","7/24/2024 10:27:39 PM","7/25/2024 9:27:39 PM","19","False"
"404","ERR-00404","71","125","Low","Can hieu chuan lai cam bien trang thai dau sac","8/4/2024 10:27:39 PM","8/5/2024 10:27:39 PM","20","False"
"405","ERR-00405","71","126","Medium","Dong dien dao dong bat thuong trong gio cao diem","8/15/2024 10:27:39 PM","","","True"
"406","ERR-00406","71","127","High","Mat ket noi voi bo dieu khien cong sac","8/26/2024 10:27:39 PM","8/28/2024 12:27:39 AM","22","False"
"407","ERR-00407","72","128","Low","Can hieu chuan lai cam bien trang thai dau sac","9/6/2024 10:27:39 PM","9/8/2024 1:27:39 AM","23","False"
"408","ERR-00408","72","129","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","9/17/2024 10:27:39 PM","9/19/2024 2:27:39 AM","24","False"
"409","ERR-00409","72","130","Low","Can hieu chuan lai cam bien trang thai dau sac","9/28/2024 10:27:39 PM","9/30/2024 3:27:39 AM","25","False"
"410","ERR-00410","66","131","Low","Can hieu chuan lai cam bien trang thai dau sac","10/9/2024 10:27:39 PM","10/11/2024 4:27:39 AM","26","False"
"411","ERR-00411","66","132","Medium","Dong dien dao dong bat thuong trong gio cao diem","10/20/2024 10:27:39 PM","10/22/2024 5:27:39 AM","27","False"
"412","ERR-00412","66","133","Low","Can hieu chuan lai cam bien trang thai dau sac","10/31/2024 10:27:39 PM","11/2/2024 6:27:39 AM","28","False"
"413","ERR-00413","63","134","High","Mat ket noi voi bo dieu khien cong sac","11/11/2024 10:27:39 PM","11/13/2024 7:27:39 AM","29","False"
"414","ERR-00414","63","135","Medium","Dong dien dao dong bat thuong trong gio cao diem","11/22/2024 10:27:39 PM","","","True"
"415","ERR-00415","63","136","Low","Can hieu chuan lai cam bien trang thai dau sac","12/3/2024 10:27:39 PM","12/5/2024 9:27:39 AM","31","False"
"416","ERR-00416","64","137","Low","Can hieu chuan lai cam bien trang thai dau sac","12/14/2024 10:27:39 PM","12/16/2024 10:27:39 AM","32","False"
"417","ERR-00417","64","138","Medium","Dong dien dao dong bat thuong trong gio cao diem","12/25/2024 10:27:39 PM","12/27/2024 11:27:39 AM","33","False"
"418","ERR-00418","64","139","Low","Can hieu chuan lai cam bien trang thai dau sac","1/5/2025 10:27:39 PM","1/7/2025 12:27:39 PM","34","False"
"419","ERR-00419","61","140","Low","Can hieu chuan lai cam bien trang thai dau sac","1/16/2025 10:27:39 PM","1/18/2025 1:27:39 PM","35","False"
"420","ERR-00420","61","141","High","Mat ket noi voi bo dieu khien cong sac","1/27/2025 10:27:39 PM","1/29/2025 2:27:39 PM","36","False"
"421","ERR-00421","61","142","Low","Can hieu chuan lai cam bien trang thai dau sac","2/7/2025 10:27:39 PM","2/9/2025 3:27:39 PM","9","False"
"422","ERR-00422","58","143","Low","Can hieu chuan lai cam bien trang thai dau sac","2/18/2025 10:27:39 PM","2/20/2025 4:27:39 PM","10","False"
"423","ERR-00423","58","144","Medium","Dong dien dao dong bat thuong trong gio cao diem","3/1/2025 10:27:39 PM","","","True"
"424","ERR-00424","58","145","Low","Can hieu chuan lai cam bien trang thai dau sac","3/12/2025 10:27:39 PM","3/14/2025 6:27:39 PM","12","False"
"425","ERR-00425","56","146","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","3/23/2025 10:27:39 PM","3/25/2025 7:27:39 PM","13","False"
"426","ERR-00426","56","147","Medium","Dong dien dao dong bat thuong trong gio cao diem","4/3/2025 10:27:39 PM","4/5/2025 8:27:39 PM","14","False"
"427","ERR-00427","56","148","High","Mat ket noi voi bo dieu khien cong sac","4/14/2025 10:27:39 PM","4/16/2025 9:27:39 PM","15","False"
"428","ERR-00428","49","149","Low","Can hieu chuan lai cam bien trang thai dau sac","4/25/2025 10:27:39 PM","4/27/2025 10:27:39 PM","16","False"
"429","ERR-00429","49","150","Medium","Dong dien dao dong bat thuong trong gio cao diem","5/6/2025 10:27:39 PM","5/8/2025 11:27:39 PM","17","False"
"430","ERR-00430","49","151","Low","Can hieu chuan lai cam bien trang thai dau sac","5/17/2025 10:27:39 PM","5/20/2025 12:27:39 AM","18","False"
"431","ERR-00431","54","152","Low","Can hieu chuan lai cam bien trang thai dau sac","5/28/2025 10:27:39 PM","5/31/2025 1:27:39 AM","19","False"
"432","ERR-00432","54","153","Medium","Dong dien dao dong bat thuong trong gio cao diem","6/8/2025 10:27:39 PM","","","True"
"433","ERR-00433","54","154","Low","Can hieu chuan lai cam bien trang thai dau sac","6/19/2025 10:27:39 PM","6/20/2025 3:27:39 AM","21","False"
"434","ERR-00434","51","155","High","Mat ket noi voi bo dieu khien cong sac","6/30/2025 10:27:39 PM","7/1/2025 4:27:39 AM","22","False"
"435","ERR-00435","51","156","Medium","Dong dien dao dong bat thuong trong gio cao diem","7/11/2025 10:27:39 PM","7/12/2025 5:27:39 AM","23","False"
"436","ERR-00436","51","157","Low","Can hieu chuan lai cam bien trang thai dau sac","7/22/2025 10:27:39 PM","7/23/2025 6:27:39 AM","24","False"
"437","ERR-00437","47","158","Low","Can hieu chuan lai cam bien trang thai dau sac","8/2/2025 10:27:39 PM","8/3/2025 7:27:39 AM","25","False"
"438","ERR-00438","47","159","Medium","Dong dien dao dong bat thuong trong gio cao diem","8/13/2025 10:27:39 PM","8/14/2025 8:27:39 AM","26","False"
"439","ERR-00439","47","160","Low","Can hieu chuan lai cam bien trang thai dau sac","8/24/2025 10:27:39 PM","8/25/2025 9:27:39 AM","27","False"
"440","ERR-00440","45","161","Low","Can hieu chuan lai cam bien trang thai dau sac","9/4/2025 10:27:39 PM","9/5/2025 10:27:39 AM","28","False"
"441","ERR-00441","45","162","High","Mat ket noi voi bo dieu khien cong sac","9/15/2025 10:27:39 PM","","","True"
"442","ERR-00442","45","163","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","9/26/2025 10:27:39 PM","9/27/2025 12:27:39 PM","30","False"
"443","ERR-00443","43","164","Low","Can hieu chuan lai cam bien trang thai dau sac","10/7/2025 10:27:39 PM","10/8/2025 1:27:39 PM","31","False"
"444","ERR-00444","43","165","Medium","Dong dien dao dong bat thuong trong gio cao diem","10/18/2025 10:27:39 PM","10/19/2025 2:27:39 PM","32","False"
"445","ERR-00445","43","166","Low","Can hieu chuan lai cam bien trang thai dau sac","10/29/2025 10:27:39 PM","10/30/2025 3:27:39 PM","33","False"
"446","ERR-00446","40","167","Low","Can hieu chuan lai cam bien trang thai dau sac","11/9/2025 10:27:39 PM","11/10/2025 4:27:39 PM","34","False"
"447","ERR-00447","40","168","Medium","Dong dien dao dong bat thuong trong gio cao diem","11/20/2025 10:27:39 PM","11/21/2025 5:27:39 PM","35","False"
"448","ERR-00448","40","169","High","Mat ket noi voi bo dieu khien cong sac","12/1/2025 10:27:39 PM","12/2/2025 6:27:39 PM","36","False"
"449","ERR-00449","41","170","Low","Can hieu chuan lai cam bien trang thai dau sac","12/12/2025 10:27:39 PM","12/13/2025 7:27:39 PM","9","False"
"450","ERR-00450","41","171","Medium","Dong dien dao dong bat thuong trong gio cao diem","12/23/2025 10:27:39 PM","","","True"
"451","ERR-00451","41","172","Low","Can hieu chuan lai cam bien trang thai dau sac","1/3/2026 10:27:39 PM","1/4/2026 9:27:39 PM","11","False"
"452","ERR-00452","36","173","Low","Can hieu chuan lai cam bien trang thai dau sac","1/14/2026 10:27:39 PM","1/15/2026 10:27:39 PM","12","False"
"453","ERR-00453","36","174","Medium","Dong dien dao dong bat thuong trong gio cao diem","1/25/2026 10:27:39 PM","1/26/2026 11:27:39 PM","13","False"
"454","ERR-00454","36","175","Low","Can hieu chuan lai cam bien trang thai dau sac","2/5/2026 10:27:39 PM","2/7/2026 12:27:39 AM","14","False"
"455","ERR-00455","33","176","High","Mat ket noi voi bo dieu khien cong sac","2/16/2026 10:27:39 PM","2/18/2026 1:27:39 AM","15","False"
"456","ERR-00456","33","177","Medium","Dong dien dao dong bat thuong trong gio cao diem","2/27/2026 10:27:39 PM","3/1/2026 2:27:39 AM","16","False"
"457","ERR-00457","33","178","Low","Can hieu chuan lai cam bien trang thai dau sac","3/10/2026 10:27:39 PM","3/12/2026 3:27:39 AM","17","False"
"458","ERR-00458","31","179","Low","Can hieu chuan lai cam bien trang thai dau sac","3/21/2026 10:27:39 PM","3/23/2026 4:27:39 AM","18","False"
"459","ERR-00459","31","180","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","4/1/2026 10:27:39 PM","","","True"
"460","ERR-00460","31","181","Low","Can hieu chuan lai cam bien trang thai dau sac","4/12/2026 10:27:39 PM","4/14/2026 6:27:39 AM","20","False"
"461","ERR-00461","9","182","Low","Can hieu chuan lai cam bien trang thai dau sac","4/23/2026 10:27:39 PM","4/25/2026 7:27:39 AM","21","False"
"462","ERR-00462","9","183","High","Mat ket noi voi bo dieu khien cong sac","5/4/2026 10:27:39 PM","5/6/2026 8:27:39 AM","22","False"
"463","ERR-00463","9","184","Low","Can hieu chuan lai cam bien trang thai dau sac","5/15/2026 10:27:39 PM","5/17/2026 9:27:39 AM","23","False"
"464","ERR-00464","29","185","Low","Can hieu chuan lai cam bien trang thai dau sac","5/26/2026 10:27:39 PM","5/28/2026 10:27:39 AM","24","False"
"465","ERR-00465","29","186","Medium","Dong dien dao dong bat thuong trong gio cao diem","6/6/2024 10:27:39 PM","6/8/2024 11:27:39 AM","25","False"
"466","ERR-00466","29","187","Low","Can hieu chuan lai cam bien trang thai dau sac","6/17/2024 10:27:39 PM","6/19/2024 12:27:39 PM","26","False"
"467","ERR-00467","27","188","Low","Can hieu chuan lai cam bien trang thai dau sac","6/28/2024 10:27:39 PM","6/30/2024 1:27:39 PM","27","False"
"468","ERR-00468","27","189","Medium","Dong dien dao dong bat thuong trong gio cao diem","7/9/2024 10:27:39 PM","","","True"
"469","ERR-00469","27","190","High","Mat ket noi voi bo dieu khien cong sac","7/20/2024 10:27:39 PM","7/22/2024 3:27:39 PM","29","False"
"470","ERR-00470","25","191","Low","Can hieu chuan lai cam bien trang thai dau sac","7/31/2024 10:27:39 PM","8/2/2024 4:27:39 PM","30","False"
"471","ERR-00471","25","192","Medium","Dong dien dao dong bat thuong trong gio cao diem","8/11/2024 10:27:39 PM","8/13/2024 5:27:39 PM","31","False"
"472","ERR-00472","25","193","Low","Can hieu chuan lai cam bien trang thai dau sac","8/22/2024 10:27:39 PM","8/24/2024 6:27:39 PM","32","False"
"473","ERR-00473","22","194","Low","Can hieu chuan lai cam bien trang thai dau sac","9/2/2024 10:27:39 PM","9/4/2024 7:27:39 PM","33","False"
"474","ERR-00474","22","195","Medium","Dong dien dao dong bat thuong trong gio cao diem","9/13/2024 10:27:39 PM","9/15/2024 8:27:39 PM","34","False"
"475","ERR-00475","22","196","Low","Can hieu chuan lai cam bien trang thai dau sac","9/24/2024 10:27:39 PM","9/26/2024 9:27:39 PM","35","False"
"476","ERR-00476","19","197","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","10/5/2024 10:27:39 PM","10/7/2024 10:27:39 PM","36","False"
"477","ERR-00477","19","198","Medium","Dong dien dao dong bat thuong trong gio cao diem","10/16/2024 10:27:39 PM","","","True"
"478","ERR-00478","19","199","Low","Can hieu chuan lai cam bien trang thai dau sac","10/27/2024 10:27:39 PM","10/30/2024 12:27:39 AM","10","False"
"479","ERR-00479","20","200","Low","Can hieu chuan lai cam bien trang thai dau sac","11/7/2024 10:27:39 PM","11/10/2024 1:27:39 AM","11","False"
"480","ERR-00480","20","201","Medium","Dong dien dao dong bat thuong trong gio cao diem","11/18/2024 10:27:39 PM","11/19/2024 2:27:39 AM","12","False"
"481","ERR-00481","20","202","Low","Can hieu chuan lai cam bien trang thai dau sac","11/29/2024 10:27:39 PM","11/30/2024 3:27:39 AM","13","False"
"482","ERR-00482","15","203","Low","Can hieu chuan lai cam bien trang thai dau sac","12/10/2024 10:27:39 PM","12/11/2024 4:27:39 AM","14","False"
"483","ERR-00483","15","204","High","Mat ket noi voi bo dieu khien cong sac","12/21/2024 10:27:39 PM","12/22/2024 5:27:39 AM","15","False"
"484","ERR-00484","15","205","Low","Can hieu chuan lai cam bien trang thai dau sac","1/1/2025 10:27:39 PM","1/2/2025 6:27:39 AM","16","False"
"485","ERR-00485","13","206","Low","Can hieu chuan lai cam bien trang thai dau sac","1/12/2025 10:27:39 PM","1/13/2025 7:27:39 AM","17","False"
"486","ERR-00486","13","207","Medium","Dong dien dao dong bat thuong trong gio cao diem","1/23/2025 10:27:39 PM","","","True"
"487","ERR-00487","13","208","Low","Can hieu chuan lai cam bien trang thai dau sac","2/3/2025 10:27:39 PM","2/4/2025 9:27:39 AM","19","False"
"488","ERR-00488","11","209","Low","Can hieu chuan lai cam bien trang thai dau sac","2/14/2025 10:27:39 PM","2/15/2025 10:27:39 AM","20","False"
"489","ERR-00489","11","210","Medium","Dong dien dao dong bat thuong trong gio cao diem","2/25/2025 10:27:39 PM","2/26/2025 11:27:39 AM","21","False"
"490","ERR-00490","11","211","High","Mat ket noi voi bo dieu khien cong sac","3/8/2025 10:27:39 PM","3/9/2025 12:27:39 PM","22","False"
"491","ERR-00491","7","212","Low","Can hieu chuan lai cam bien trang thai dau sac","3/19/2025 10:27:39 PM","3/20/2025 1:27:39 PM","23","False"
"492","ERR-00492","7","213","Medium","Dong dien dao dong bat thuong trong gio cao diem","3/30/2025 10:27:39 PM","3/31/2025 2:27:39 PM","24","False"
"493","ERR-00493","7","214","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","4/10/2025 10:27:39 PM","4/11/2025 3:27:39 PM","25","False"
"494","ERR-00494","4","215","Low","Can hieu chuan lai cam bien trang thai dau sac","4/21/2025 10:27:39 PM","4/22/2025 4:27:39 PM","26","False"
"495","ERR-00495","4","216","Medium","Dong dien dao dong bat thuong trong gio cao diem","5/2/2025 10:27:39 PM","","","True"
"496","ERR-00496","4","217","Low","Can hieu chuan lai cam bien trang thai dau sac","5/13/2025 10:27:39 PM","5/14/2025 6:27:39 PM","28","False"
"497","ERR-00497","2","218","High","Mat ket noi voi bo dieu khien cong sac","5/24/2025 10:27:39 PM","5/25/2025 7:27:39 PM","29","False"
"498","ERR-00498","2","219","Medium","Dong dien dao dong bat thuong trong gio cao diem","6/4/2025 10:27:39 PM","6/5/2025 8:27:39 PM","30","False"
"499","ERR-00499","2","220","Low","Can hieu chuan lai cam bien trang thai dau sac","6/15/2025 10:27:39 PM","6/16/2025 9:27:39 PM","31","False"
"500","ERR-00500","8","221","Low","Can hieu chuan lai cam bien trang thai dau sac","6/26/2025 10:27:39 PM","6/27/2025 10:27:39 PM","32","False"
"501","ERR-00501","8","222","Medium","Dong dien dao dong bat thuong trong gio cao diem","7/7/2025 10:27:39 PM","7/8/2025 11:27:39 PM","33","False"
"502","ERR-00502","8","223","Low","Can hieu chuan lai cam bien trang thai dau sac","7/18/2025 10:27:39 PM","7/20/2025 12:27:39 AM","34","False"
"503","ERR-00503","8","224","Low","Can hieu chuan lai cam bien trang thai dau sac","7/29/2025 10:27:39 PM","7/31/2025 1:27:39 AM","35","False"
"504","ERR-00504","8","225","High","Mat ket noi voi bo dieu khien cong sac","8/9/2025 10:27:39 PM","","","True"
"505","ERR-00505","17","226","Low","Can hieu chuan lai cam bien trang thai dau sac","8/20/2025 10:27:39 PM","8/22/2025 3:27:39 AM","9","False"
"506","ERR-00506","17","227","Low","Can hieu chuan lai cam bien trang thai dau sac","8/31/2025 10:27:39 PM","9/2/2025 4:27:39 AM","10","False"
"507","ERR-00507","17","228","Medium","Dong dien dao dong bat thuong trong gio cao diem","9/11/2025 10:27:39 PM","9/13/2025 5:27:39 AM","11","False"
"508","ERR-00508","17","229","Low","Can hieu chuan lai cam bien trang thai dau sac","9/22/2025 10:27:39 PM","9/24/2025 6:27:39 AM","12","False"
"509","ERR-00509","17","230","Low","Can hieu chuan lai cam bien trang thai dau sac","10/3/2025 10:27:39 PM","10/5/2025 7:27:39 AM","13","False"
"510","ERR-00510","28","231","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","10/14/2025 10:27:39 PM","10/16/2025 8:27:39 AM","14","False"
"511","ERR-00511","28","232","High","Mat ket noi voi bo dieu khien cong sac","10/25/2025 10:27:39 PM","10/27/2025 9:27:39 AM","15","False"
"512","ERR-00512","28","233","Low","Can hieu chuan lai cam bien trang thai dau sac","11/5/2025 10:27:39 PM","11/7/2025 10:27:39 AM","16","False"
"513","ERR-00513","28","234","Medium","Dong dien dao dong bat thuong trong gio cao diem","11/16/2025 10:27:39 PM","","","True"
"514","ERR-00514","28","235","Low","Can hieu chuan lai cam bien trang thai dau sac","11/27/2025 10:27:39 PM","11/29/2025 12:27:39 PM","18","False"
"515","ERR-00515","38","236","Low","Can hieu chuan lai cam bien trang thai dau sac","12/8/2025 10:27:39 PM","12/10/2025 1:27:39 PM","19","False"
"516","ERR-00516","38","237","Medium","Dong dien dao dong bat thuong trong gio cao diem","12/19/2025 10:27:39 PM","12/21/2025 2:27:39 PM","20","False"
"517","ERR-00517","38","238","Low","Can hieu chuan lai cam bien trang thai dau sac","12/30/2025 10:27:39 PM","1/1/2026 3:27:39 PM","21","False"
"518","ERR-00518","38","239","High","Mat ket noi voi bo dieu khien cong sac","1/10/2026 10:27:39 PM","1/12/2026 4:27:39 PM","22","False"
"519","ERR-00519","38","240","Medium","Dong dien dao dong bat thuong trong gio cao diem","1/21/2026 10:27:39 PM","1/23/2026 5:27:39 PM","23","False"
"520","ERR-00520","48","241","Low","Can hieu chuan lai cam bien trang thai dau sac","2/1/2026 10:27:39 PM","2/3/2026 6:27:39 PM","24","False"
"521","ERR-00521","48","242","Low","Can hieu chuan lai cam bien trang thai dau sac","2/12/2026 10:27:39 PM","2/14/2026 7:27:39 PM","25","False"
"522","ERR-00522","48","243","Medium","Dong dien dao dong bat thuong trong gio cao diem","2/23/2026 10:27:39 PM","","","True"
"523","ERR-00523","48","244","Low","Can hieu chuan lai cam bien trang thai dau sac","3/6/2026 10:27:39 PM","3/8/2026 9:27:39 PM","27","False"
"524","ERR-00524","48","245","Low","Can hieu chuan lai cam bien trang thai dau sac","3/17/2026 10:27:39 PM","3/19/2026 10:27:39 PM","28","False"
"525","ERR-00525","53","246","High","Mat ket noi voi bo dieu khien cong sac","3/28/2026 10:27:39 PM","3/30/2026 11:27:39 PM","29","False"
"526","ERR-00526","53","247","Low","Can hieu chuan lai cam bien trang thai dau sac","4/8/2026 10:27:39 PM","4/11/2026 12:27:39 AM","30","False"
"527","ERR-00527","53","248","Critical","Nhiet do dau sac vuot nguong, tam dung phien sac de kiem tra","4/19/2026 10:27:39 PM","4/22/2026 1:27:39 AM","31","False"
"528","ERR-00528","53","249","Medium","Dong dien dao dong bat thuong trong gio cao diem","4/30/2026 10:27:39 PM","5/1/2026 2:27:39 AM","32","False"
"529","ERR-00529","53","250","Low","Can hieu chuan lai cam bien trang thai dau sac","5/11/2026 10:27:39 PM","5/12/2026 3:27:39 AM","33","False"
"530","ERR-00530","59","251","Low","Can hieu chuan lai cam bien trang thai dau sac","5/22/2026 10:27:39 PM","5/23/2026 4:27:39 AM","34","False"
"531","ERR-00531","59","252","Medium","Dong dien dao dong bat thuong trong gio cao diem","6/2/2024 10:27:39 PM","","","True"
"532","ERR-00532","59","253","High","Mat ket noi voi bo dieu khien cong sac","6/13/2024 10:27:39 PM","6/14/2024 6:27:39 AM","36","False"
"533","ERR-00533","59","254","Low","Can hieu chuan lai cam bien trang thai dau sac","6/24/2024 10:27:39 PM","6/25/2024 7:27:39 AM","9","False"
"534","ERR-00534","59","255","Medium","Dong dien dao dong bat thuong trong gio cao diem","7/5/2024 10:27:39 PM","7/6/2024 8:27:39 AM","10","False"
"535","ERR-00535","68","256","Low","Can hieu chuan lai cam bien trang thai dau sac","7/16/2024 10:27:39 PM","7/17/2024 9:27:39 AM","11","False"
"536","ERR-00536","68","257","Low","Can hieu chuan lai cam bien trang thai dau sac","7/27/2024 10:27:39 PM","7/28/2024 10:27:39 AM","12","False"
"537","ERR-00537","68","258","Medium","Dong dien dao dong bat thuong trong gio cao diem","8/7/2024 10:27:39 PM","8/8/2024 11:27:39 AM","13","False"
"538","ERR-00538","68","259","Low","Can hieu chuan lai cam bien trang thai dau sac","8/18/2024 10:27:39 PM","8/19/2024 12:27:39 PM","14","False"
"539","ERR-00539","68","260","High","Mat ket noi voi bo dieu khien cong sac","8/29/2024 10:27:39 PM","8/30/2024 1:27:39 PM","15","False"
"540","ERR-00540","74","261","Medium","Dong dien dao dong bat thuong trong gio cao diem","9/9/2024 10:27:39 PM","","","True"
"541","ERR-00541","74","262","Low","Can hieu chuan lai cam bien trang thai dau sac","9/20/2024 10:27:39 PM","9/21/2024 3:27:39 PM","17","False"
