"AuditID","SchemaName","TableName","RecordID","ActionType","OldValues","NewValues","ChangedBy","ChangedAt"
"185","Franchise","RevenueShareSettlement","93","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"186","Franchise","RevenueShareSettlement","93","SETTLEMENT","","223125587.4000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"187","Franchise","RevenueShareSettlement","94","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"188","Franchise","RevenueShareSettlement","94","SETTLEMENT","","48972998.0500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"189","Franchise","RevenueShareSettlement","95","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"190","Franchise","RevenueShareSettlement","95","SETTLEMENT","","47639526.5500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"191","Franchise","RevenueShareSettlement","96","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"192","Franchise","RevenueShareSettlement","96","SETTLEMENT","","43195433.3000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"193","Franchise","RevenueShareSettlement","97","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"194","Franchise","RevenueShareSettlement","97","SETTLEMENT","","53759712.7000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"195","Franchise","RevenueShareSettlement","98","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"196","Franchise","RevenueShareSettlement","98","SETTLEMENT","","87888646.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"197","Franchise","RevenueShareSettlement","99","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"198","Franchise","RevenueShareSettlement","99","SETTLEMENT","","58810699.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"199","Franchise","RevenueShareSettlement","100","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"200","Franchise","RevenueShareSettlement","100","SETTLEMENT","","91915751.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"201","Franchise","RevenueShareSettlement","101","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"202","Franchise","RevenueShareSettlement","101","SETTLEMENT","","57582477.3000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"203","Franchise","RevenueShareSettlement","102","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"204","Franchise","RevenueShareSettlement","102","SETTLEMENT","","74569724.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"205","Franchise","RevenueShareSettlement","103","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"206","Franchise","RevenueShareSettlement","103","SETTLEMENT","","77367549.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"207","Franchise","RevenueShareSettlement","104","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"208","Franchise","RevenueShareSettlement","104","SETTLEMENT","","76271609.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"209","Franchise","RevenueShareSettlement","105","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"210","Franchise","RevenueShareSettlement","105","SETTLEMENT","","102660300.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"211","Franchise","RevenueShareSettlement","106","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"212","Franchise","RevenueShareSettlement","106","SETTLEMENT","","66646299.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"213","Franchise","RevenueShareSettlement","107","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"214","Franchise","RevenueShareSettlement","107","SETTLEMENT","","214935735.4000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"215","Franchise","RevenueShareSettlement","108","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"216","Franchise","RevenueShareSettlement","108","SETTLEMENT","","223060709.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"217","Franchise","RevenueShareSettlement","109","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"218","Franchise","RevenueShareSettlement","109","SETTLEMENT","","49078416.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"219","Franchise","RevenueShareSettlement","110","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"220","Franchise","RevenueShareSettlement","110","SETTLEMENT","","47816710.4500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"221","Franchise","RevenueShareSettlement","111","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"222","Franchise","RevenueShareSettlement","111","SETTLEMENT","","42908616.0500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"223","Franchise","RevenueShareSettlement","112","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"224","Franchise","RevenueShareSettlement","112","SETTLEMENT","","53845289.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"225","Franchise","RevenueShareSettlement","113","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"226","Franchise","RevenueShareSettlement","113","SETTLEMENT","","87507029.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"227","Franchise","RevenueShareSettlement","114","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"228","Franchise","RevenueShareSettlement","114","SETTLEMENT","","58654622.6000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"229","Franchise","RevenueShareSettlement","115","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"230","Franchise","RevenueShareSettlement","115","SETTLEMENT","","92078031.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"231","Franchise","RevenueShareSettlement","116","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"232","Franchise","RevenueShareSettlement","116","SETTLEMENT","","57565199.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"233","Franchise","RevenueShareSettlement","117","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"234","Franchise","RevenueShareSettlement","117","SETTLEMENT","","74297647.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"235","Franchise","RevenueShareSettlement","118","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"236","Franchise","RevenueShareSettlement","118","SETTLEMENT","","77096511.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"237","Franchise","RevenueShareSettlement","119","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"238","Franchise","RevenueShareSettlement","119","SETTLEMENT","","76437458.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"239","Franchise","RevenueShareSettlement","120","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"240","Franchise","RevenueShareSettlement","120","SETTLEMENT","","102417320.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"241","Franchise","RevenueShareSettlement","121","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"242","Franchise","RevenueShareSettlement","121","SETTLEMENT","","66996649.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"243","Franchise","RevenueShareSettlement","122","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"244","Franchise","RevenueShareSettlement","122","SETTLEMENT","","214466945.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"245","Franchise","RevenueShareSettlement","123","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"246","Franchise","RevenueShareSettlement","123","SETTLEMENT","","223157393.0500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"247","Franchise","RevenueShareSettlement","124","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"248","Franchise","RevenueShareSettlement","124","SETTLEMENT","","49262058.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"249","Franchise","RevenueShareSettlement","125","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"250","Franchise","RevenueShareSettlement","125","SETTLEMENT","","47577342.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"251","Franchise","RevenueShareSettlement","126","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"252","Franchise","RevenueShareSettlement","126","SETTLEMENT","","42967861.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"253","Franchise","RevenueShareSettlement","127","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"254","Franchise","RevenueShareSettlement","127","SETTLEMENT","","53977833.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"255","Franchise","RevenueShareSettlement","128","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"256","Franchise","RevenueShareSettlement","128","SETTLEMENT","","87023345.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"257","Franchise","RevenueShareSettlement","129","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"258","Franchise","RevenueShareSettlement","129","SETTLEMENT","","58258595.2000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"259","Franchise","RevenueShareSettlement","130","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"260","Franchise","RevenueShareSettlement","130","SETTLEMENT","","91676719.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"261","Franchise","RevenueShareSettlement","131","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"262","Franchise","RevenueShareSettlement","131","SETTLEMENT","","57195391.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"263","Franchise","RevenueShareSettlement","132","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"264","Franchise","RevenueShareSettlement","132","SETTLEMENT","","74384933.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"265","Franchise","RevenueShareSettlement","133","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"266","Franchise","RevenueShareSettlement","133","SETTLEMENT","","77720135.3000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"267","Franchise","RevenueShareSettlement","134","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"268","Franchise","RevenueShareSettlement","134","SETTLEMENT","","76494296.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"269","Franchise","RevenueShareSettlement","135","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"270","Franchise","RevenueShareSettlement","135","SETTLEMENT","","103024650.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"271","Franchise","RevenueShareSettlement","136","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"272","Franchise","RevenueShareSettlement","136","SETTLEMENT","","66868436.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"273","Franchise","RevenueShareSettlement","137","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"274","Franchise","RevenueShareSettlement","137","SETTLEMENT","","214363982.5500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"275","Franchise","RevenueShareSettlement","138","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"276","Franchise","RevenueShareSettlement","138","SETTLEMENT","","222108398.4500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"277","Franchise","RevenueShareSettlement","139","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"278","Franchise","RevenueShareSettlement","139","SETTLEMENT","","48849397.5500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"279","Franchise","RevenueShareSettlement","140","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"280","Franchise","RevenueShareSettlement","140","SETTLEMENT","","47737965.3500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"281","Franchise","RevenueShareSettlement","141","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"282","Franchise","RevenueShareSettlement","141","SETTLEMENT","","43259765.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"283","Franchise","RevenueShareSettlement","142","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"284","Franchise","RevenueShareSettlement","142","SETTLEMENT","","54352655.9500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"285","Franchise","RevenueShareSettlement","143","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"286","Franchise","RevenueShareSettlement","143","SETTLEMENT","","87421655.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"287","Franchise","RevenueShareSettlement","144","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"288","Franchise","RevenueShareSettlement","144","SETTLEMENT","","58324848.3000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"289","Franchise","RevenueShareSettlement","145","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"290","Franchise","RevenueShareSettlement","145","SETTLEMENT","","92066450.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"291","Franchise","RevenueShareSettlement","146","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"292","Franchise","RevenueShareSettlement","146","SETTLEMENT","","57204990.1000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"293","Franchise","RevenueShareSettlement","147","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"294","Franchise","RevenueShareSettlement","147","SETTLEMENT","","74266960.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"295","Franchise","RevenueShareSettlement","148","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"296","Franchise","RevenueShareSettlement","148","SETTLEMENT","","77720235.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"297","Franchise","RevenueShareSettlement","149","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"298","Franchise","RevenueShareSettlement","149","SETTLEMENT","","76263133.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"299","Franchise","RevenueShareSettlement","150","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"300","Franchise","RevenueShareSettlement","150","SETTLEMENT","","102996912.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"301","Franchise","RevenueShareSettlement","151","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"302","Franchise","RevenueShareSettlement","151","SETTLEMENT","","66643993.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"303","Franchise","RevenueShareSettlement","152","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"304","Franchise","RevenueShareSettlement","152","SETTLEMENT","","215057427.3500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"305","Franchise","RevenueShareSettlement","153","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"306","Franchise","RevenueShareSettlement","153","SETTLEMENT","","223524087.8500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"307","Franchise","RevenueShareSettlement","154","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"308","Franchise","RevenueShareSettlement","154","SETTLEMENT","","49207023.0500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"309","Franchise","RevenueShareSettlement","155","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"310","Franchise","RevenueShareSettlement","155","SETTLEMENT","","47538587.4500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"311","Franchise","RevenueShareSettlement","156","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"312","Franchise","RevenueShareSettlement","156","SETTLEMENT","","42787120.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"313","Franchise","RevenueShareSettlement","157","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"314","Franchise","RevenueShareSettlement","157","SETTLEMENT","","53745717.5500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"315","Franchise","RevenueShareSettlement","158","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"316","Franchise","RevenueShareSettlement","158","SETTLEMENT","","87483620.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"317","Franchise","RevenueShareSettlement","159","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"318","Franchise","RevenueShareSettlement","159","SETTLEMENT","","58849545.6000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"319","Franchise","RevenueShareSettlement","160","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"320","Franchise","RevenueShareSettlement","160","SETTLEMENT","","91579809.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"321","Franchise","RevenueShareSettlement","161","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"322","Franchise","RevenueShareSettlement","161","SETTLEMENT","","57861476.6000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"323","Franchise","RevenueShareSettlement","162","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"324","Franchise","RevenueShareSettlement","162","SETTLEMENT","","74532221.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"325","Franchise","RevenueShareSettlement","163","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"326","Franchise","RevenueShareSettlement","163","SETTLEMENT","","77423012.7000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"327","Franchise","RevenueShareSettlement","164","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"328","Franchise","RevenueShareSettlement","164","SETTLEMENT","","76371252.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"329","Franchise","RevenueShareSettlement","165","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"330","Franchise","RevenueShareSettlement","165","SETTLEMENT","","102684175.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"331","Franchise","RevenueShareSettlement","166","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"332","Franchise","RevenueShareSettlement","166","SETTLEMENT","","66677816.5500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"333","Franchise","RevenueShareSettlement","167","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"334","Franchise","RevenueShareSettlement","167","SETTLEMENT","","215166937.3500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"335","Franchise","RevenueShareSettlement","168","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"336","Franchise","RevenueShareSettlement","168","SETTLEMENT","","222876730.7000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"337","Franchise","RevenueShareSettlement","169","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"338","Franchise","RevenueShareSettlement","169","SETTLEMENT","","49123664.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"339","Franchise","RevenueShareSettlement","170","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"340","Franchise","RevenueShareSettlement","170","SETTLEMENT","","47518373.3000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"341","Franchise","RevenueShareSettlement","171","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"342","Franchise","RevenueShareSettlement","171","SETTLEMENT","","42852392.5500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"343","Franchise","RevenueShareSettlement","172","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"344","Franchise","RevenueShareSettlement","172","SETTLEMENT","","53637126.8500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"345","Franchise","RevenueShareSettlement","173","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"346","Franchise","RevenueShareSettlement","173","SETTLEMENT","","87604869.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"347","Franchise","RevenueShareSettlement","174","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"348","Franchise","RevenueShareSettlement","174","SETTLEMENT","","58585173.3000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"349","Franchise","RevenueShareSettlement","175","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"350","Franchise","RevenueShareSettlement","175","SETTLEMENT","","92312185.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"351","Franchise","RevenueShareSettlement","176","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"352","Franchise","RevenueShareSettlement","176","SETTLEMENT","","57495518.0000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"353","Franchise","RevenueShareSettlement","177","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"354","Franchise","RevenueShareSettlement","177","SETTLEMENT","","74395863.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"355","Franchise","RevenueShareSettlement","178","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"356","Franchise","RevenueShareSettlement","178","SETTLEMENT","","77332407.8000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"357","Franchise","RevenueShareSettlement","179","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"358","Franchise","RevenueShareSettlement","179","SETTLEMENT","","76551913.7500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"359","Franchise","RevenueShareSettlement","180","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"360","Franchise","RevenueShareSettlement","180","SETTLEMENT","","102869792.5000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"361","Franchise","RevenueShareSettlement","181","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"362","Franchise","RevenueShareSettlement","181","SETTLEMENT","","74445957.7000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"363","Franchise","RevenueShareSettlement","182","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"364","Franchise","RevenueShareSettlement","182","SETTLEMENT","","237909224.6500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"365","Franchise","RevenueShareSettlement","183","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"366","Franchise","RevenueShareSettlement","183","SETTLEMENT","","246904906.7000","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"367","Franchise","RevenueShareSettlement","184","INSERT","","Approved","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
"368","Franchise","RevenueShareSettlement","184","SETTLEMENT","","54104878.2500","MicrosoftAccount\hocvienbimat@gmail.com","6/1/2026 10:28:57 PM"
